JAARTAL,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,PRODUCTSOORT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter
2018,De Ruyterkade Steigers,1011AA,1011AB,0,35,10,3,31,3x25,14403,4,2
2018,De Ruyterkade,1011AC,1011AC,0,39,10,5,28,3x80,18739,5,2
2018,De Ruyterkade,1011AC,1011AC,1,24,10,7,38,G6,6589,0,2
2018,Oosterdokskade,1011AD,1011AD,0,19,10,0,58,3x25,4026,5,0
2018,Oosterdokskade,1011AD,1011AE,1,11,10,0,82,G4,710,0,0
2018,Oosterdokskade AB,1011AE,1011AE,0,19,10,1,63,3x25,3184,4,0
2018,Prins Hendrikkade,1011AG,1011AG,0,14,10,9,29,1x35,20376,5,3
2018,Prins Hendrikkade,1011AG,1011AH,1,27,10,9,96,G4,2756,0,2
2018,Prins Hendrikkade,1011AH,1011AH,0,21,10,9,67,1x25,4170,2,0
2018,Prins Hendrikkade,1011AJ,1011AJ,0,21,10,9,48,1x35,8036,4,3
2018,Prins Hendrikkade,1011AJ,1011AJ,1,16,10,9,69,G4,1600,0,4
2018,Prins Hendrikkade,1011AK,1011AK,0,13,10,5,46,3x25,9676,4,0
2018,Houtkopersdwarsstraat,1011AL,1011AM,0,16,10,8,44,3x25,12731,7,5
2018,Prins Hendrikkade,1011AM,1011AN,1,29,10,9,83,G4,2171,0,5
2018,Prins Hendrikkade,1011AN,1011AN,0,29,10,7,38,1x35,2547,5,4
2018,Prins Hendrikkade,1011AP,1011AP,0,20,10,6,50,1x35,6169,6,4
2018,Prins Hendrikkade,1011AP,1011AP,1,19,10,7,89,G4,3190,0,4
2018,Prins Hendrikkade,1011AR,1011AR,0,32,10,9,44,1x35,7541,3,1
2018,Prins Hendrikkade,1011AR,1011AR,1,19,10,9,63,G4,2149,0,2
2018,Prins Hendrikkade,1011AS,1011AS,0,11,10,6,45,3x25,5247,6,1
2018,Prins Hendrikkade,1011AS,1011AV,1,22,10,9,73,G4,4562,0,4
2018,Prins Hendrikkade,1011AT,1011AT,0,14,10,9,36,3x25,7889,4,2
2018,Prins Hendrikkade,1011AV,1011AV,0,18,10,8,44,3x25,3988,5,4
2018,Prins Hendrikkade,1011AW,1011AW,0,20,10,9,55,1x35,2395,4,2
2018,Prins Hendrikkade,1011AW,1011AW,1,13,10,9,92,G4,1276,0,2
2018,Buiten Bantammerstraat,1011AX,1011AX,0,17,10,8,59,3x25,3906,8,6
2018,Buiten Bantammerstraat,1011AX,1011AX,1,14,10,9,93,G4,2116,0,7
2018,Schippersstraat,1011AZ,1011AZ,0,30,10,7,53,1x35,2967,10,7
2018,Schippersstraat,1011AZ,1011AZ,1,30,10,6,97,G4,1417,0,6
2018,Schippersstraat,1011BA,1011BA,0,19,9,3,68,3x25,2228,6,3
2018,Schippersstraat,1011BA,1011BA,1,15,10,3,87,G4,1103,0,3
2018,Schippersstraat,1011BB,1011BC,0,24,10,9,50,1x35,3241,5,4
2018,Schippersstraat,1011BB,1011BC,1,22,10,9,91,G4,2058,0,4
2018,Kalkmarkt,1011BD,1011BD,0,30,9,7,60,3x25,3349,5,4
2018,Kalkmarkt,1011BD,1011BD,1,20,10,9,90,G4,1891,0,6
2018,Binnenkant AB,1011BE,1011BG,0,30,10,6,47,1x35,2712,2,0
2018,Binnenkant AB,1011BE,1011BG,1,16,10,9,88,G4,2022,0,1
2018,Binnenkant,1011BH,1011BH,0,34,10,9,50,1x35,3105,6,4
2018,Binnenkant,1011BH,1011BH,1,31,10,9,84,G4,1854,0,4
2018,Binnenkant,1011BJ,1011BJ,0,22,10,9,45,3x25,5658,4,1
2018,Binnenkant,1011BJ,1011BJ,1,16,10,9,69,G4,2629,0,2
2018,Binnenkant,1011BK,1011BK,0,16,10,9,50,1x35,2159,2,1
2018,Binnenkant,1011BK,1011BK,1,14,10,9,86,G4,1483,0,1
2018,Binnenkant,1011BL,1011BM,0,23,10,9,87,1x35,2020,4,2
2018,Binnenkant,1011BL,1011BM,1,20,10,9,85,G4,1323,0,1
2018,Binnenkant,1011BN,1011BN,0,21,10,7,67,3x25,2882,2,1
2018,Binnenkant,1011BN,1011BN,1,15,10,8,73,G4,1505,0,2
2018,Binnenkant,1011BP,1011BP,0,18,10,8,78,3x25,2643,2,0
2018,Binnenkant,1011BP,1011BP,1,15,10,9,87,G4,2683,0,0
2018,Binnenkant,1011BR,1011BR,0,15,10,9,67,1x35,1794,3,1
2018,Binnenkant,1011BR,1011BR,1,11,10,9,100,G4,1453,0,1
2018,Kromme Waal,1011BS,1011BS,0,32,10,7,59,3x25,2948,6,5
2018,Kromme Waal,1011BS,1011BS,1,32,10,5,75,G4,1838,0,4
2018,Kromme Waal,1011BT,1011BT,0,31,9,9,48,3x25,2337,5,4
2018,Kromme Waal,1011BT,1011BT,1,27,10,9,89,G4,1549,0,4
2018,Kromme Waal,1011BV,1011BV,0,23,10,6,61,3x25,2309,7,5
2018,Kromme Waal,1011BV,1011BV,1,21,10,6,67,G4,1628,0,5
2018,Kromme Waal,1011BW,1011BW,0,33,10,9,64,1x25,2280,8,7
2018,Kromme Waal,1011BW,1011BW,1,27,10,9,100,G4,1079,0,7
2018,Oude Waal,1011BX,1011BX,0,22,10,9,82,1x25,1486,10,9
2018,Oude Waal,1011BX,1011BX,1,20,10,9,100,G4,945,0,9
2018,Oude Waal,1011BZ,1011BZ,0,28,9,9,43,1x25,3793,8,7
2018,Oude Waal,1011BZ,1011BZ,1,25,10,9,80,G4,1298,0,8
2018,Oude Waal,1011CA,1011CA,0,38,10,5,53,3x25,1810,6,5
2018,Oude Waal,1011CA,1011CA,1,24,10,7,79,G4,1320,0,7
2018,Oude Waal,1011CB,1011CB,0,25,10,7,40,1x35,2300,8,7
2018,Oude Waal,1011CB,1011CB,1,18,10,9,100,G4,1451,0,9
2018,Oude Waal,1011CC,1011CC,0,21,10,9,48,1x25,1971,7,5
2018,Oude Waal,1011CC,1011CC,1,19,10,8,95,G4,1552,0,5
2018,Oude Waal,1011CD,1011CD,1,16,10,9,94,G4,1546,0,8
2018,Recht Boomssloot  94 to,1011CD,1011CD,0,19,10,9,63,1x25,2321,9,8
2018,Oude Waal,1011CE,1011CE,0,12,8,7,42,3x25,2400,5,5
2018,Oude Waal,1011CE,1011CH,1,34,10,9,88,G4,2105,0,2
2018,Oude Waal AB,1011CG,1011CH,0,28,10,9,36,1x35,10844,3,0
2018,Binnen Bantammerstraat,1011CJ,1011CJ,0,16,10,9,75,1x25,4514,3,1
2018,Binnen Bantammerstraat,1011CJ,1011CJ,1,15,10,9,100,G4,1166,0,1
2018,Binnen Bantammerstraat,1011CK,1011CK,0,14,10,9,79,1x25,2412,1,0
2018,Binnen Bantammerstraat,1011CK,1011CK,1,12,10,9,100,G4,1256,0,0
2018,Binnen Bantammerstraat,1011CL,1011CL,0,10,10,9,80,1x25,1649,1,0
2018,Binnen Bantammerstraat,1011CL,1011CM,1,68,10,9,94,G4,1175,0,4
2018,Nieuwe Jonkerstraat,1011CM,1011CM,0,73,10,8,36,3x25,2492,6,4
2018,Nieuwe Ridderstraat,1011CN,1011CN,0,16,10,8,63,3x25,4634,7,4
2018,Nieuwe Ridderstraat,1011CN,1011CN,1,10,10,8,90,G4,2380,0,5
2018,Nieuwe Ridderstraat,1011CP,1011CR,0,25,10,9,48,1x25,2203,5,3
2018,Nieuwe Ridderstraat,1011CP,1011CR,1,20,10,9,90,G4,1590,0,3
2018,Recht Boomssloot,1011CS,1011CS,0,26,10,9,69,1x25,1784,2,1
2018,Recht Boomssloot,1011CS,1011CS,1,22,10,9,86,G4,1410,0,1
2018,Recht Boomssloot,1011CT,1011CT,0,18,10,8,44,3x25,2435,0,0
2018,Recht Boomssloot,1011CT,1011CT,1,17,10,9,100,G4,1311,0,0
2018,Recht Boomssloot,1011CV,1011CV,0,19,10,9,53,1x25,1539,4,3
2018,Recht Boomssloot,1011CV,1011CV,1,18,10,9,100,G4,1054,0,3
2018,Recht Boomssloot,1011CW,1011CW,0,15,9,9,53,1x25,2090,2,1
2018,Recht Boomssloot,1011CW,1011CW,1,13,10,9,100,G4,1010,0,0
2018,Recht Boomssloot,1011CX,1011CX,0,19,10,9,68,1x25,2615,1,0
2018,Recht Boomssloot,1011CX,1011CX,1,19,10,9,95,G4,1007,0,0
2018,Recht Boomssloot,1011CZ,1011CZ,0,22,8,8,59,1x25,2341,3,2
2018,Recht Boomssloot,1011CZ,1011CZ,1,19,10,9,95,G4,1235,0,2
2018,Lastageweg,1011DB,1011DB,0,10,10,9,90,1x25,4994,2,0
2018,Lastageweg,1011DB,1011DD,1,109,10,9,98,G4,885,0,8
2018,J.W. Siebbeleshof,1011DC,1011DD,0,127,10,9,90,1x35,3945,10,9
2018,W Frederik Hermansstr,1011DG,1011DG,0,87,10,9,93,1x35,3520,10,9
2018,Oosterdoksstraat,1011DK,1011DL,0,68,10,9,76,1x35,5901,6,4
2018,Oosterdokskade,1011DL,1011EA,1,46,10,9,85,G4,1797,0,3
2018,Dijkdwarsstraat,1011DZ,1011EA,0,52,10,8,67,1x25,2787,4,2
2018,Recht Boomssloot,1011EB,1011EB,0,24,10,9,83,1x25,1687,7,6
2018,Recht Boomssloot,1011EB,1011EB,1,21,10,9,100,G4,845,0,5
2018,Recht Boomssloot,1011EC,1011EC,0,19,10,8,47,1x25,7251,3,0
2018,Recht Boomssloot,1011EC,1011EC,1,18,10,8,67,G4,3529,0,0
2018,Recht Boomssloot,1011ED,1011ED,0,14,10,9,86,1x25,1554,3,2
2018,Recht Boomssloot,1011ED,1011ED,1,12,10,9,92,G4,1010,0,1
2018,Montelbaanstraat,1011EE,1011EE,0,16,10,9,100,1x25,1681,0,0
2018,Montelbaanstraat,1011EE,1011EE,1,16,10,9,100,G4,877,0,0
2018,Montelbaanstraat,1011EG,1011EG,0,37,10,9,49,1x25,3164,5,3
2018,Montelbaanstraat,1011EG,1011EG,1,21,10,9,95,G4,1362,0,0
2018,Geldersekade,1011EH,1011EH,0,40,10,9,48,1x25,3311,6,5
2018,Geldersekade,1011EH,1011EH,1,34,10,9,91,G4,1346,0,5
2018,Geldersekade,1011EJ,1011EJ,0,46,10,8,39,1x25,5872,4,2
2018,Geldersekade,1011EJ,1011EJ,1,34,10,9,94,G4,1527,0,2
2018,Geldersekade,1011EK,1011EK,1,23,10,9,87,G4,2851,0,4
2018,geldersekd,1011EK,1011EK,0,27,10,9,33,3x25,6258,6,4
2018,Geldersekade,1011EL,1011EL,0,48,10,8,46,1x25,4994,4,2
2018,Geldersekade,1011EL,1011EL,1,37,10,8,89,G4,1220,0,2
2018,Geldersekade,1011EM,1011EM,0,23,10,8,48,1x25,4603,4,3
2018,Geldersekade,1011EM,1011EM,1,15,10,9,80,G4,2491,0,2
2018,Geldersekade,1011EN,1011EN,0,30,10,9,63,1x25,5893,3,2
2018,Geldersekade,1011EN,1011EN,1,25,10,9,92,G4,2589,0,1
2018,Waalsteeg,1011ER,1011ER,0,10,10,9,40,1x25,2723,5,4
2018,Waalsteeg,1011ER,1011ER,1,10,10,9,100,G4,1588,0,4
2018,Koningsstraat,1011ES,1011ET,0,42,10,9,67,1x25,4984,5,3
2018,Koningsstraat,1011ES,1011ET,1,38,10,9,97,G4,1444,0,3
2018,Koningsstraat,1011EV,1011EW,0,47,10,9,47,1x35,3681,4,3
2018,Koningsstraat,1011EV,1011EW,1,44,10,9,98,G4,1243,0,3
2018,Korte Koningsstraat,1011EX,1011EX,0,27,10,9,63,1x25,2189,6,5
2018,Korte Koningsstraat,1011EX,1011EX,1,25,10,9,100,G4,1225,0,5
2018,Korte Koningsstraat,1011EZ,1011EZ,0,13,10,6,54,3x25,1800,2,1
2018,Korte Koningsstraat,1011EZ,1011GA,1,31,10,9,97,G4,1113,0,5
2018,Korte Koningsstraat,1011GA,1011GA,0,28,10,9,61,1x25,2365,8,6
2018,Korte Koningsdwarsstraat,1011GB,1011GC,0,21,10,7,38,1x25,1755,8,7
2018,Korte Koningsdwarsstraat,1011GB,1011GD,1,60,10,9,97,G4,1250,0,8
2018,Keizersstraat,1011GD,1011GD,0,53,9,9,64,1x35,2868,9,7
2018,Korte Keizersstraat,1011GG,1011GG,0,22,10,9,77,1x35,1389,8,7
2018,Korte Keizersstraat,1011GG,1011GG,1,19,10,9,100,G4,1113,0,6
2018,Korte Keizersstraat,1011GH,1011GH,0,24,10,9,88,1x25,1383,9,7
2018,Korte Keizersstraat,1011GH,1011GH,1,20,10,9,90,G4,1060,0,7
2018,Korte Keizersdwarsstraat,1011GJ,1011GJ,0,18,10,9,83,1x25,2281,8,8
2018,Korte Keizersdwarsstraat,1011GJ,1011GJ,1,16,10,9,100,G4,1282,0,8
2018,Kleersloot,1011GK,1011GL,0,93,10,9,77,1x25,1824,7,6
2018,Kleersloot,1011GK,1011GL,1,81,10,9,99,G4,798,0,6
2018,Korte Dijkstraat,1011GM,1011GM,0,21,10,9,62,1x25,2148,9,8
2018,Korte Dijkstraat,1011GM,1011GM,1,18,10,9,100,G4,1409,0,8
2018,Brandewijnsteeg,1011GN,1011GN,0,26,10,9,96,1x25,1851,7,6
2018,Brandewijnsteeg,1011GN,1011GN,1,26,10,9,96,G4,1179,0,6
2018,Krom Boomssloot,1011GP,1011GP,0,14,10,9,79,1x25,4329,8,6
2018,Krom Boomssloot,1011GP,1011GR,1,37,10,9,100,G4,1017,0,6
2018,Krom Boomssloot,1011GR,1011GR,0,33,10,9,70,1x25,1562,7,6
2018,Krom Boomssloot,1011GS,1011GS,0,42,9,9,40,1x25,4018,7,6
2018,Krom Boomssloot,1011GS,1011GS,1,36,10,9,89,G4,1436,0,5
2018,Krom Boomssloot,1011GT,1011GT,0,13,10,9,77,1x25,1992,9,8
2018,Krom Boomssloot,1011GT,1011GT,1,10,10,8,90,G4,775,0,7
2018,Krom Boomssloot,1011GV,1011GV,0,20,10,7,45,3x25,2021,6,5
2018,Krom Boomssloot,1011GV,1011GV,1,15,10,8,87,G4,1389,0,5
2018,Krom Boomssloot,1011GW,1011GW,0,13,10,8,38,3x25,7297,8,7
2018,Krom Boomssloot,1011GW,1011GW,1,11,10,8,64,G4,3972,0,6
2018,Krom Boomssloot,1011GX,1011GX,0,19,10,9,89,1x25,1201,10,9
2018,Krom Boomssloot,1011GX,1011GX,1,15,10,9,93,G4,1103,0,9
2018,Snoekjesgracht,1011GZ,1011GZ,0,38,10,9,92,1x25,1533,9,8
2018,Snoekjesgracht,1011GZ,1011GZ,1,35,10,9,100,G4,892,0,8
2018,Snoekjessteeg,1011HA,1011HB,0,228,10,9,61,1x25,3087,5,3
2018,Snoekjessteeg,1011HA,1011HB,1,205,10,9,98,G4,1122,0,2
2018,Nieuwe Hoogstraat,1011HC,1011HC,0,58,10,7,53,1x25,3696,6,5
2018,Nieuwe Hoogstraat,1011HC,1011HC,1,48,10,7,96,G4,869,0,6
2018,Nieuwe Hoogstraat,1011HD,1011HD,0,47,10,5,51,3x25,4739,6,4
2018,Nieuwe Hoogstraat,1011HD,1011HD,1,40,10,5,95,G4,1142,0,5
2018,Nieuwe Hoogstraat,1011HE,1011HE,0,19,10,9,47,1x35,7213,7,6
2018,Nieuwe Hoogstraat,1011HE,1011HE,1,18,10,9,94,G4,1432,0,6
2018,Nieuwe Hoogstraat,1011HG,1011HG,0,28,10,9,68,1x25,5582,10,9
2018,Nieuwe Hoogstraat,1011HG,1011HG,1,26,10,9,88,G4,1041,0,9
2018,Onkelboerensteeg,1011HH,1011HH,0,22,10,9,73,1x25,1924,10,9
2018,Onkelboerensteeg,1011HH,1011HH,1,22,10,9,100,G4,1136,0,9
2018,Zandstraat,1011HJ,1011HJ,0,17,10,9,41,1x25,2279,6,5
2018,Zandstraat,1011HJ,1011HJ,1,15,10,9,73,G4,1467,0,5
2018,Zandstraat,1011HK,1011HK,0,11,10,9,64,1x25,2593,9,7
2018,Zandstraat,1011HK,1011HK,1,10,10,9,90,G4,2011,0,6
2018,Zandstraat,1011HL,1011HL,0,21,10,9,67,1x25,1685,9,8
2018,Zandstraat,1011HL,1011HL,1,20,10,9,100,G4,1123,0,7
2018,Zanddwarsstraat,1011HM,1011HP,0,27,10,9,59,1x25,2368,9,8
2018,Zanddwarsstraat,1011HM,1011HP,1,24,10,9,83,G4,1594,0,9
2018,Groenburgwal,1011HR,1011HR,0,47,10,9,79,1x25,3889,9,8
2018,Groenburgwal,1011HR,1011HR,1,42,10,9,90,G4,1579,0,8
2018,Groenburgwal,1011HS,1011HS,0,44,10,9,41,1x25,2315,8,7
2018,Groenburgwal,1011HS,1011HS,1,38,10,9,89,G4,1335,0,8
2018,Groenburgwal,1011HT,1011HT,0,24,9,9,50,1x25,2515,10,9
2018,Groenburgwal,1011HT,1011HT,1,20,10,9,90,G4,1616,0,9
2018,Groenburgwal,1011HV,1011HV,0,22,10,9,59,1x25,2338,10,9
2018,Groenburgwal,1011HV,1011HV,1,20,10,9,85,G4,1420,0,8
2018,Groenburgwal,1011HW,1011HW,0,29,10,9,41,1x25,3887,8,6
2018,Groenburgwal,1011HW,1011HW,1,23,10,9,91,G4,1968,0,7
2018,Groenburgwal,1011HX,1011HX,0,13,10,9,54,1x25,1838,9,8
2018,Groenburgwal,1011HX,1011HX,1,11,10,9,91,G4,1486,0,9
2018,Verversstraat,1011HZ,1011HZ,0,42,10,9,71,1x25,3522,10,9
2018,Verversstraat,1011HZ,1011HZ,1,38,10,9,87,G4,1418,0,9
2018,Verversstraat,1011JA,1011JA,0,24,10,9,50,1x25,2232,8,7
2018,Verversstraat,1011JA,1011JA,1,19,10,8,79,G4,1732,0,8
2018,Zwanenburgwal,1011JB,1011JB,0,39,10,9,69,1x25,2185,8,7
2018,Zwanenburgwal,1011JB,1011JB,1,36,10,9,89,G4,1076,0,7
2018,Zwanenburgwal,1011JC,1011JG,0,23,10,9,48,1x35,1695,8,7
2018,Zwanenburgwal,1011JC,1011JH,1,92,10,9,95,G4,1495,0,7
2018,Zwanenburgwal,1011JH,1011JH,0,97,10,8,40,1x35,3668,7,6
2018,Staalstraat,1011JJ,1011JJ,0,12,10,8,42,1x25,5710,3,0
2018,Staalstraat,1011JJ,1011JJ,1,10,10,9,80,G4,2572,0,0
2018,Staalstraat,1011JK,1011JK,0,12,8,8,42,1x35,7001,5,4
2018,Staalstraat,1011JK,1011JK,1,12,10,8,92,G4,914,0,4
2018,Staalstraat,1011JL,1011JL,0,30,10,9,50,1x25,6862,6,5
2018,Staalstraat,1011JL,1011JL,1,27,10,9,96,G4,1154,0,4
2018,Staalstraat,1011JM,1011JM,0,14,9,7,50,1x25,4949,3,2
2018,Staalstraat,1011JM,1011JM,1,14,10,7,86,G4,1706,0,2
2018,Staalkade,1011JN,1011JN,0,18,10,9,44,1x25,2801,9,8
2018,Staalkade,1011JN,1011JN,1,16,10,9,81,G4,1614,0,9
2018,Nieuwmarkt,1011JP,1011JP,0,14,10,9,43,3x25,8853,9,9
2018,Nieuwmarkt,1011JP,1011JP,1,11,10,9,91,G4,2146,0,9
2018,Nieuwmarkt,1011JR,1011JR,0,18,10,7,61,1x25,11195,10,7
2018,Nieuwmarkt,1011JR,1011JR,1,16,10,7,100,G4,1852,0,7
2018,Nieuwmarkt,1011JS,1011JT,0,28,10,8,32,1x25,19389,4,3
2018,Nieuwmarkt,1011JS,1011JT,1,20,10,9,75,G4,2801,0,3
2018,Kloveniersburgwal,1011JV,1011JV,0,20,10,9,35,1x35,4476,2,1
2018,Kloveniersburgwal,1011JV,1011JV,1,17,10,9,76,G4,2051,0,0
2018,Kloveniersburgwal,1011JW,1011JW,0,20,10,6,70,3x25,4048,7,4
2018,Kloveniersburgwal,1011JW,1011JW,1,16,10,7,75,G4,1640,0,4
2018,Kloveniersburgwal,1011JX,1011JX,0,17,10,5,59,1x25,3056,5,1
2018,Kloveniersburgwal,1011JX,1011JX,1,12,10,9,75,G4,2694,0,1
2018,Kloveniersburgwal,1011JZ,1011JZ,0,19,10,9,74,1x25,6734,3,1
2018,Kloveniersburgwal,1011JZ,1011JZ,1,14,10,9,86,G4,2094,0,1
2018,Kloveniersburgwal,1011KA,1011KA,0,39,10,8,67,1x25,3581,5,3
2018,Kloveniersburgwal,1011KA,1011KA,1,30,10,9,97,G4,1636,0,3
2018,Kloveniersburgwal,1011KB,1011KB,0,27,10,9,59,3x25,5999,9,8
2018,Kloveniersburgwal,1011KB,1011KB,1,21,10,9,81,G4,3031,0,9
2018,Kloveniersburgwal,1011KC,1011KC,0,30,10,9,47,1x25,3531,8,7
2018,Kloveniersburgwal,1011KC,1011KC,1,24,10,9,88,G4,2095,0,8
2018,Kloveniersburgwal,1011KD,1011KD,0,23,10,7,43,1x35,8422,10,6
2018,Kloveniersburgwal,1011KD,1011KD,1,20,10,7,90,G4,2157,0,6
2018,Kloveniersburgwal,1011KE,1011KE,0,11,10,6,55,3x25,9227,5,3
2018,Kloveniersburgwal,1011KE,1011KH,1,23,10,9,70,G4,3528,0,7
2018,Raamgracht,1011KH,1011KH,0,21,10,9,48,1x25,2820,8,7
2018,Raamgracht,1011KJ,1011KJ,0,38,9,9,58,1x25,2048,6,5
2018,Raamgracht,1011KJ,1011KJ,1,33,10,9,94,G4,1174,0,5
2018,Raamgracht,1011KK,1011KK,0,43,10,8,49,1x25,4445,5,2
2018,Raamgracht,1011KK,1011KK,1,35,10,9,97,G4,1757,0,2
2018,Raamgracht AB,1011KL,1011KM,0,16,10,8,38,3x25,4638,7,6
2018,Raamgracht AB,1011KL,1011KM,1,13,10,9,85,G4,2119,0,6
2018,'s-Gravelandse Veer,1011KN,1011KN,0,22,9,9,55,1x25,2234,7,6
2018,'s-Gravelandse Veer,1011KN,1011KN,1,21,10,9,90,G4,1302,0,6
2018,Oudeschans,1011KP,1011KP,0,33,10,7,48,3x25,2789,3,2
2018,Oudeschans,1011KP,1011KP,1,27,10,7,74,G4,1284,0,2
2018,Oudeschans,1011KR,1011KR,0,24,10,8,50,1x25,2258,6,5
2018,Oudeschans,1011KR,1011KR,1,20,10,8,70,G4,1289,0,5
2018,Oudeschans,1011KS,1011KS,0,16,10,9,44,3x25,2643,6,5
2018,Oudeschans,1011KS,1011KS,1,13,10,9,100,G4,1703,0,5
2018,Oudeschans,1011KT,1011KT,0,29,10,9,62,1x25,2854,9,8
2018,Oudeschans,1011KT,1011KT,1,27,10,9,96,G4,1884,0,8
2018,Oudeschans,1011KV,1011KW,0,92,9,9,35,1x35,2356,4,3
2018,Oudeschans,1011KV,1011KW,1,87,10,9,98,G4,1052,0,3
2018,Oudeschans,1011KX,1011KZ,0,44,10,8,43,1x25,3707,4,3
2018,Oudeschans,1011KX,1011KZ,1,34,10,9,85,G4,1767,0,3
2018,Oudeschans,1011LA,1011LA,0,12,10,9,50,1x35,1943,5,4
2018,Oudeschans,1011LA,1011LA,1,11,10,9,64,G4,1398,0,4
2018,Oudeschans,1011LB,1011LB,0,29,10,9,52,1x25,3209,8,7
2018,Oudeschans,1011LB,1011LB,1,26,10,9,100,G4,1234,0,7
2018,Oudeschans,1011LC,1011LC,0,14,10,9,57,1x35,3158,9,8
2018,Oudeschans,1011LC,1011LC,1,14,10,9,93,G4,1767,0,7
2018,Oudeschans,1011LD,1011LD,0,50,9,9,52,1x25,2797,8,6
2018,Oudeschans,1011LD,1011LD,1,41,10,9,98,G4,1411,0,7
2018,Oudeschans,1011LE,1011LE,0,44,10,9,50,1x25,2337,4,2
2018,Oudeschans,1011LE,1011LE,1,38,10,9,97,G4,1339,0,2
2018,Oudeschans AB,1011LG,1011LG,0,10,10,7,50,1x35,2818,0,0
2018,Oudeschans AB,1011LG,1011LH,1,22,10,9,100,G4,1216,0,2
2018,Oostersekade,1011LH,1011LH,0,20,10,9,65,1x25,2268,3,2
2018,Nieuwe Batavierstraat,1011LJ,1011LJ,0,16,10,9,100,1x25,2484,3,2
2018,Nieuwe Batavierstraat,1011LJ,1011LJ,1,15,10,9,93,G4,872,0,2
2018,Nieuwe Batavierstraat,1011LK,1011LL,0,32,10,9,59,1x35,2669,2,0
2018,Nieuwe Batavierstraat,1011LK,1011LL,1,30,10,9,90,G4,1675,0,0
2018,Nieuwe Uilenburgerstraat,1011LM,1011LM,0,122,10,9,45,1x25,3221,6,5
2018,Nieuwe Uilenburgerstraat,1011LM,1011LM,1,115,10,9,97,G4,1021,0,5
2018,Nieuwe Uilenburgerstraat,1011LN,1011LP,0,17,10,8,59,1x25,2081,6,4
2018,Nieuwe Uilenburgerstraat,1011LN,1011LP,1,15,10,9,93,G4,1291,0,5
2018,Nieuwe Uilenburgerstraat,1011LR,1011LR,0,14,10,9,64,1x35,1986,9,7
2018,Nieuwe Uilenburgerstraat,1011LR,1011LR,1,14,10,9,93,G4,1058,0,7
2018,Nieuwe Uilenburgerstraat,1011LS,1011LS,0,13,10,9,100,1x25,1457,2,1
2018,Nieuwe Uilenburgerstraat,1011LS,1011LS,1,13,10,9,92,G4,1338,0,0
2018,Nieuwe Uilenburgerstraat,1011LT,1011LT,0,14,10,9,71,1x25,1658,8,6
2018,Nieuwe Uilenburgerstraat,1011LT,1011LT,1,13,10,9,100,G4,758,0,6
2018,Nieuwe Uilenburgerstraat,1011LV,1011LV,0,16,10,9,75,1x25,1936,6,4
2018,Nieuwe Uilenburgerstraat,1011LV,1011LV,1,16,10,9,94,G4,984,0,4
2018,Nieuwe Uilenburgerstraat,1011LW,1011LW,0,32,10,9,88,1x25,1346,1,0
2018,Nieuwe Uilenburgerstraat,1011LW,1011LW,1,31,10,9,94,G4,889,0,0
2018,Nieuwe Uilenburgerstraat,1011LX,1011LX,0,10,10,7,60,3x25,10242,4,0
2018,Nieuwe Uilenburgerstraat,1011LX,1011LZ,1,40,10,6,75,G4,3013,0,2
2018,Valkenburgerstraat,1011LZ,1011LZ,0,100,10,8,49,1x35,3865,3,1
2018,Nieuwmarkt,1011MA,1011MB,0,43,10,9,91,1x25,2425,8,6
2018,Nieuwmarkt,1011MA,1011MB,1,40,10,9,100,G4,786,0,7
2018,Krom Boomssloot,1011MC,1011MG,0,44,10,9,43,1x35,2958,4,2
2018,Krom Boomssloot,1011MC,1011MX,1,45,10,9,100,G4,896,0,2
2018,Valkenburgerstraat,1011MH,1011MH,0,48,10,9,56,3x25,3337,1,0
2018,Valkenburgerstraat,1011MJ,1011MJ,0,32,10,9,47,3x25,6850,3,0
2018,Rapenburgerstraat,1011MK,1011MK,0,55,10,9,75,1x35,2336,1,0
2018,Rapenburgerstraat,1011ML,1011ML,0,44,10,9,89,1x35,2167,1,0
2018,Rapenburgerstraat,1011MN,1011MN,0,65,9,9,80,1x35,2455,1,0
2018,Anne Frankstraat,1011MP,1011MP,0,22,10,9,59,1x35,2646,0,0
2018,Koerierstersplein,1011MR,1011MR,0,18,10,9,56,1x35,2679,1,0
2018,Februariplein,1011MT,1011MT,0,18,10,9,67,1x35,2621,2,0
2018,Markenplein,1011MV,1011MV,0,27,10,9,67,1x35,2089,2,1
2018,Uilenburgerwerf,1011MX,1011MX,0,38,10,9,89,1x35,2261,2,0
2018,Uilenburgerwerf,1011MZ,1011MZ,0,32,10,9,97,1x35,2931,1,0
2018,Uilenburgerwerf,1011MZ,1011MZ,1,31,10,9,100,G4,713,0,0
2018,Valkenburgerstraat,1011NA,1011NA,0,103,10,7,56,3x25,6933,7,5
2018,Valkenburgerstraat,1011NA,1011NA,1,77,10,6,82,G4,1442,0,6
2018,Valkenburgerstraat,1011NB,1011NB,0,23,10,9,43,1x25,4461,6,4
2018,Valkenburgerstraat,1011NB,1011NB,1,18,10,9,94,G4,792,0,4
2018,Valkenburgerstraat,1011NC,1011NC,0,107,10,8,92,3x25,3361,1,0
