JAARTAL,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,PRODUCTSOORT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter
2017,Rubensstraat,1077MT,1077MT,0,14,10,9,57,3x25,4172,3,2
2017,Rubensstraat,1077MT,1077MT,1,14,10,9,64,G4,2767,0,2
2017,Rubensstraat,1077MV,1077MV,1,10,10,9,90,G4,491,0,0
2017,Rubensstraat,1077MV,1077MV,0,12,10,9,50,1x25,2641,2,0
2017,Rubensstraat,1077MX,1077MX,0,13,10,9,46,3x25,3967,4,2
2017,Rubensstraat,1077MX,1077MX,1,10,10,7,100,G4,25,0,1
2017,Rubensstraat,1077MZ,1077MZ,0,14,10,9,79,1x35,3815,10,8
2017,Rubensstraat,1077MZ,1077MZ,1,11,10,9,100,G4,18,0,9
2017,Rubensstraat,1077NA,1077NA,1,14,10,9,86,G4,469,0,5
2017,Rubensstraat,1077NA,1077NA,0,15,10,9,53,3x25,3995,6,5
2017,Rubensstraat,1077NB,1077NB,1,13,10,9,100,G4,345,0,0
2017,Rubensstraat,1077NB,1077NB,0,14,10,9,57,1x25,3574,2,0
2017,Rubensstraat,1077NC,1077NC,0,10,10,8,70,3x25,3005,2,0
2017,Rubensstraat,1077NC,1077NE,1,29,10,9,86,G4,763,0,6
2017,Murillostraat,1077ND,1077NE,0,25,10,9,56,3x25,4075,10,9
2017,Velazquezstraat,1077NG,1077NG,0,12,10,9,58,3x25,3545,10,9
2017,Velazquezstraat,1077NG,1077NG,1,11,10,9,100,G4,1503,0,9
2017,Velazquezstraat,1077NH,1077NH,0,12,9,9,100,3x25,3573,10,9
2017,Velazquezstraat,1077NH,1077NH,1,10,10,9,100,G4,1861,0,9
2017,Minervalaan,1077NJ,1077NJ,1,15,10,9,67,G4,1630,0,5
2017,Minervalaan,1077NJ,1077NJ,0,16,10,9,69,3x25,3507,7,4
2017,Minervalaan,1077NK,1077NK,1,12,10,8,83,G4,689,0,4
2017,Minervalaan,1077NK,1077NK,0,14,10,9,43,3x25,5467,5,4
2017,Minervalaan,1077NL,1077NL,0,19,10,9,53,3x25,5105,7,5
2017,Minervalaan,1077NL,1077NL,1,15,10,9,93,G4,1796,0,5
2017,Minervalaan,1077NM,1077NM,0,15,10,9,67,3x25,2201,10,9
2017,Minervalaan,1077NM,1077NM,1,11,10,9,100,G4,34,0,9
2017,Minervalaan,1077NN,1077NN,0,15,10,9,80,3x25,3473,10,9
2017,Minervalaan,1077NN,1077NN,1,14,10,7,79,G4,391,0,6
2017,Minervalaan,1077NP,1077NP,1,16,10,9,100,G4,35,0,9
2017,Minervalaan,1077NP,1077NP,0,21,10,9,81,3x25,4074,10,9
2017,Minervalaan,1077NR,1077NR,1,16,10,9,94,G4,1342,0,9
2017,Minervalaan,1077NR,1077NR,0,17,10,9,59,1x35,4554,10,9
2017,Minervalaan,1077NS,1077NT,1,29,10,9,90,G4,2326,0,2
2017,Minervalaan,1077NS,1077NS,0,13,10,9,85,3x25,4019,10,9
2017,Minervalaan,1077NT,1077NT,0,27,10,9,74,3x25,4024,4,2
2017,Minervalaan,1077NV,1077NV,1,10,10,9,80,G6,7262,0,8
2017,Minervalaan,1077NV,1077NV,0,12,10,8,33,3x35,17302,9,8
2017,Minervalaan,1077NX,1077NX,0,18,10,9,50,3x25,4464,2,0
2017,Minervalaan,1077NX,1077NX,1,16,10,9,50,G4,2415,0,3
2017,Minervalaan,1077NZ,1077PA,1,21,10,9,86,G4,1289,0,6
2017,Minervalaan,1077NZ,1077NZ,0,11,10,9,73,3x25,4866,5,3
2017,Minervalaan,1077PA,1077PA,0,15,10,9,53,1x35,3343,8,6
2017,Minervalaan,1077PB,1077PB,0,22,10,9,77,3x25,2895,10,9
2017,Minervalaan,1077PB,1077PB,1,17,10,9,94,G4,1871,0,9
2017,Minervalaan,1077PC,1077PC,0,19,10,9,63,3x25,3212,10,9
2017,Minervalaan,1077PC,1077PC,1,15,10,9,93,G4,1525,0,8
2017,Minervalaan,1077PD,1077PD,0,14,10,9,43,1x35,5087,10,9
2017,Minervalaan,1077PD,1077PD,1,11,10,9,100,G4,152,0,9
2017,Minervalaan,1077PE,1077PE,1,11,10,9,100,G4,22,0,0
2017,Minervalaan,1077PE,1077PE,0,13,10,9,69,1x25,6266,1,0
2017,Minervalaan,1077PG,1077PM,0,58,9,9,69,3x25,6170,5,4
2017,Minervalaan,1077PG,1077PM,1,49,10,9,78,G4,2213,0,4
2017,Raphaelstraat,1077PN,1077PN,0,18,10,9,39,3x25,3948,5,3
2017,Raphaelstraat,1077PN,1077PN,1,17,10,9,76,G4,2230,0,2
2017,Raphaelstraat,1077PP,1077PP,1,10,10,9,70,G4,1784,0,2
2017,Raphaelstraat,1077PP,1077PP,0,10,10,9,70,3x25,3864,5,3
2017,Raphaelstraat,1077PR,1077PV,0,31,9,9,45,1x25,2814,4,2
2017,Raphaelstraat,1077PR,1077PW,1,39,10,9,74,G4,2373,0,3
2017,Raphaelplein,1077PW,1077PW,0,12,10,9,67,3x25,5820,7,6
2017,Raphaelplein,1077PX,1077PX,1,13,10,9,85,G4,3177,0,4
2017,Raphaelplein,1077PX,1077PX,0,14,10,9,43,3x25,7426,6,4
2017,Raphaelplein,1077PZ,1077PZ,0,12,7,9,50,3x25,4300,10,9
2017,Raphaelplein,1077PZ,1077PZ,1,11,10,9,73,G4,2622,0,8
2017,Beatrixpark,1077QY,1077RA,0,12,8,9,67,3x25,8177,10,9
2017,Raphaelplein,1077RA,1077RG,1,48,10,9,73,G4,2450,0,5
2017,Veronesestraat,1077RB,1077RD,0,23,9,9,57,3x25,4783,5,3
2017,Titiaanstraat,1077RE,1077RG,0,19,9,9,47,3x25,3865,7,6
2017,Titiaanstraat,1077RH,1077RH,1,13,10,9,85,G4,2589,0,4
2017,Titiaanstraat,1077RH,1077RH,0,14,10,9,36,3x25,3791,5,4
2017,Titiaanstraat,1077RJ,1077RM,1,37,10,9,95,G4,2167,0,4
2017,Titiaanstraat,1077RJ,1077RM,0,39,10,9,49,1x25,4026,5,4
2017,Tintorettostraat,1077RN,1077RN,1,13,10,9,92,G4,2264,0,3
2017,Tintorettostraat,1077RN,1077RN,0,14,10,9,43,3x25,4055,4,3
2017,Tintorettostraat,1077RP,1077RP,0,12,10,9,58,1x25,3222,8,7
2017,Tintorettostraat,1077RP,1077RP,1,12,10,9,100,G4,2170,0,7
2017,Tintorettostraat,1077RR,1077RR,0,10,10,9,50,1x25,2506,3,2
2017,Tintorettostraat,1077RR,1077RV,1,36,10,9,72,G4,3074,0,5
2017,Tintorettostraat,1077RS,1077RS,0,10,10,8,40,1x25,3316,6,5
2017,Tintorettostraat,1077RT,1077RT,0,10,10,9,80,3x25,3734,6,4
2017,Stadionweg,1077RV,1077RV,0,16,10,8,44,3x25,5993,7,5
2017,Stadionweg,1077RW,1077RW,1,16,10,8,75,G4,2341,0,4
2017,Stadionweg,1077RW,1077RW,0,22,10,9,68,3x25,6131,5,4
2017,Stadionweg,1077RX,1077RX,0,13,10,8,46,1x25,11303,2,0
2017,Stadionweg,1077RX,1077SB,1,24,10,9,92,G4,2895,0,0
2017,Stadionweg,1077RZ,1077RZ,0,10,10,7,50,3x25,3654,1,0
2017,Stadionweg,1077SB,1077SB,0,11,10,9,45,3x25,3652,1,0
2017,Stadionweg,1077SC,1077SC,0,20,10,9,85,3x25,5444,2,0
2017,Stadionweg,1077SC,1077SC,1,10,10,9,100,G4,67,0,0
2017,Stadionweg,1077SE,1077SE,1,10,10,9,50,G6,152,0,8
2017,Stadionweg,1077SE,1077SE,0,16,10,9,50,3x25,4719,9,6
2017,Stadionweg,1077SG,1077SH,1,20,10,8,90,G4,739,0,0
2017,Stadionweg,1077SG,1077SG,0,11,10,9,73,1x25,7263,1,0
2017,Stadionweg,1077SH,1077SH,0,12,10,9,42,3x25,2508,3,1
2017,Stadionweg,1077SJ,1077SJ,0,10,10,9,40,1x35,3759,1,0
2017,Stadionweg,1077SJ,1077SL,1,32,10,9,97,G4,2056,0,0
2017,Stadionweg,1077SK,1077SL,0,26,10,9,69,1x25,3843,1,0
2017,Stadionweg,1077SM,1077SM,1,12,10,9,75,G4,4124,0,6
2017,Stadionweg,1077SM,1077SM,0,14,10,9,71,3x25,4993,7,6
2017,Stadionweg,1077SN,1077SN,0,12,8,9,83,3x25,5117,10,9
2017,Stadionweg,1077SN,1077SN,1,12,10,9,92,G4,3147,0,8
2017,Stadionweg,1077SP,1077SP,1,10,10,9,80,G4,3719,0,6
2017,Stadionweg,1077SP,1077SP,0,12,10,9,75,3x25,8293,7,6
2017,Stadionweg,1077SR,1077SR,0,19,10,9,47,1x35,6645,7,6
2017,Stadionweg,1077SR,1077SR,1,16,10,9,88,G4,2616,0,7
2017,Stadionweg,1077ST,1077ST,1,12,10,9,100,G4,430,0,9
2017,Stadionweg,1077ST,1077ST,0,15,10,9,60,1x35,2703,10,9
2017,Stadionweg,1077SV,1077SV,1,16,10,9,100,G4,29,0,0
2017,Stadionweg,1077SV,1077SV,0,18,10,9,44,1x25,2443,0,0
2017,Stadionweg,1077SW,1077SW,1,11,10,9,100,G4,77,0,0
2017,Stadionweg,1077SW,1077SW,0,13,10,9,54,3x25,2212,1,0
2017,Stadionweg,1077SX,1077TB,1,36,10,9,100,G4,137,0,1
2017,Stadionweg,1077SX,1077SX,0,11,10,9,73,3x25,2138,4,3
2017,Stadionweg,1077SZ,1077SZ,0,11,10,9,64,3x25,3565,1,0
2017,Stadionweg,1077TA,1077TA,0,11,10,9,64,3x25,2004,1,0
2017,Stadionweg,1077TB,1077TB,0,17,10,9,82,3x25,5147,9,8
2017,Stadionweg,1077TC,1077TC,0,22,10,8,50,3x25,5718,4,0
2017,Stadionweg,1077TC,1077TC,1,11,10,9,91,G4,2255,0,0
2017,Stadionweg,1077TD,1077TD,1,16,10,9,94,G4,1286,0,8
2017,Stadionweg,1077TD,1077TD,0,18,10,9,39,1x25,2976,10,9
2017,Stadionweg,1077TE,1077TE,0,20,10,9,50,1x25,3033,3,1
2017,Stadionweg,1077TE,1077TE,1,18,10,9,78,G4,1785,0,2
2017,Minervaplein,1077TG,1077TG,1,23,10,9,100,G4,439,0,9
2017,Minervaplein,1077TG,1077TG,0,32,10,9,72,3x25,3949,9,8
2017,Minervaplein,1077TH,1077TH,0,21,10,9,57,1x35,2858,2,1
2017,Minervaplein,1077TH,1077TH,1,17,10,9,94,G4,299,0,1
2017,Minervaplein,1077TJ,1077TJ,1,14,10,9,79,G6,259,0,0
2017,Minervaplein,1077TJ,1077TJ,0,15,10,9,67,1x25,3937,1,0
2017,Minervaplein,1077TK,1077TK,0,19,10,9,58,3x25,2991,10,9
2017,Minervaplein,1077TK,1077TK,1,16,10,8,63,G4,160,0,8
2017,Minervaplein,1077TL,1077TL,0,16,10,9,94,1x25,3571,2,1
2017,Minervaplein,1077TL,1077TL,1,16,10,9,100,G4,22,0,1
2017,Minervaplein,1077TM,1077TM,0,19,10,8,68,1x25,5405,2,0
2017,Minervaplein,1077TM,1077TM,1,15,10,9,100,G4,28,0,0
2017,Minervaplein,1077TN,1077TN,0,23,10,9,70,3x25,4982,10,9
2017,Minervaplein,1077TN,1077TN,1,18,10,9,100,G4,210,0,9
2017,Minervaplein,1077TP,1077TP,0,19,10,9,58,1x25,3533,3,1
2017,Minervaplein,1077TP,1077TP,1,12,10,9,100,G4,68,0,2
2017,Minervaplein,1077TR,1077TR,0,15,10,9,60,1x25,5213,2,0
2017,Minervaplein,1077TR,1077TS,1,20,10,8,55,G4,252,0,3
2017,Minervaplein,1077TS,1077TS,0,16,10,9,56,1x25,3081,8,6
2017,Minervaplein,1077TT,1077TT,0,19,10,9,53,3x25,2974,10,9
2017,Minervaplein,1077TT,1077TT,1,18,10,9,56,G4,235,0,9
2017,Minervaplein,1077TV,1077TV,0,17,10,9,76,1x25,3351,2,0
2017,Minervaplein,1077TV,1077TV,1,15,10,9,100,G4,29,0,0
2017,Minervaplein,1077TW,1077TW,0,19,10,8,79,1x35,2347,2,0
2017,Minervaplein,1077TW,1077TW,1,16,10,8,94,G4,141,0,0
2017,Bernard Zweerskade,1077TX,1077TX,1,13,10,8,46,G6,6997,0,3
2017,Bernard Zweerskade,1077TX,1077TX,0,16,10,7,63,3x25,19129,4,2
2017,Bernard Zweerskade,1077TZ,1077TZ,0,16,9,8,81,3x25,6671,7,6
2017,Bernard Zweerskade,1077TZ,1077TZ,1,12,10,9,67,G4,6780,0,7
2017,Bernard Zweerskade,1077VA,1077VA,1,12,10,9,100,G4,407,0,6
2017,Bernard Zweerskade,1077VA,1077VA,0,14,10,9,43,3x25,3539,6,5
2017,Holbeinstraat,1077VB,1077VB,0,18,8,9,72,3x25,4722,9,8
2017,Holbeinstraat,1077VB,1077VB,1,18,10,9,89,G4,1545,0,8
2017,Holbeinstraat,1077VC,1077VC,1,19,10,9,95,G4,1890,0,7
2017,Holbeinstraat,1077VC,1077VC,0,19,10,9,58,3x25,4392,8,7
2017,Holbeinstraat,1077VD,1077VD,0,12,9,9,58,3x25,3786,10,9
2017,Holbeinstraat,1077VD,1077VG,1,37,10,8,97,G4,514,0,7
2017,Holbeinstraat,1077VE,1077VE,0,12,10,9,58,3x25,3375,10,9
2017,Stadionkade,1077VG,1077VG,0,19,10,9,47,1x35,2436,9,8
2017,Stadionkade,1077VH,1077VH,1,15,10,8,93,G4,59,0,9
2017,Stadionkade,1077VH,1077VH,0,22,10,9,100,3x25,3267,10,9
2017,Stadionkade,1077VJ,1077VJ,1,11,10,9,91,G4,2032,0,6
2017,Stadionkade,1077VJ,1077VJ,0,20,10,9,85,3x25,3328,6,5
2017,Stadionkade,1077VK,1077VK,1,14,10,7,100,G4,16,0,2
2017,Stadionkade,1077VK,1077VK,0,19,10,9,53,3x25,3971,5,3
2017,Stadionkade,1077VL,1077VL,0,14,10,9,36,3x25,3397,8,7
2017,Stadionkade,1077VL,1077VL,1,11,10,9,100,G4,1049,0,6
2017,Stadionkade,1077VM,1077VM,1,16,10,9,94,G4,1679,0,7
2017,Stadionkade,1077VM,1077VM,0,17,10,9,35,3x25,2961,8,7
2017,Stadionkade,1077VN,1077VN,1,17,10,9,100,G4,397,0,9
2017,Stadionkade,1077VN,1077VN,0,19,10,9,53,1x35,3235,10,9
2017,Stadionkade,1077VP,1077VP,1,16,10,9,100,G4,1091,0,9
2017,Stadionkade,1077VP,1077VP,0,18,10,9,50,3x25,2631,10,9
2017,Stadionkade,1077VR,1077VR,1,18,10,9,89,G4,1921,0,6
2017,Stadionkade,1077VR,1077VR,0,21,10,9,67,1x25,2873,7,5
2017,Stadionkade,1077VS,1077VS,0,24,10,8,38,1x35,10342,9,7
2017,Stadionkade,1077VS,1077VS,1,17,10,9,94,G4,1560,0,6
2017,Richard Wagnerstraat,1077VT,1077VV,0,13,8,9,62,3x25,12696,7,3
2017,Richard Wagnerstraat,1077VT,1077VX,1,32,10,9,50,G6,6093,0,3
2017,Rossinistraat,1077VW,1077VX,0,29,9,7,66,3x25,7625,5,2
2017,Diepenbrockstraat,1077VZ,1077VZ,0,14,10,9,86,3x25,5361,5,3
2017,Diepenbrockstraat,1077VZ,1077VZ,1,10,10,9,90,G4,3382,0,4
2017,Diepenbrockstraat,1077WB,1077WB,1,11,10,9,55,G6,6384,0,0
2017,Diepenbrockstraat,1077WB,1077WB,0,13,10,9,62,3x25,8125,2,0
2017,Muzenplein,1077WC,1077WJ,1,44,10,9,52,G6,4354,0,2
2017,Muzenplein,1077WC,1077WJ,0,48,10,8,63,3x25,8690,5,2
2017,Herman Heijermansweg,1077WK,1077WK,1,11,10,9,55,G4,2436,0,3
2017,Herman Heijermansweg,1077WK,1077WK,0,14,10,7,64,3x25,8474,4,2
2017,Herman Heijermansweg,1077WL,1077WP,0,32,9,7,72,3x25,5389,3,1
2017,Herman Heijermansweg,1077WL,1077WS,1,40,10,9,55,G4,5185,0,1
2017,Willem Royaardsstraat,1077WR,1077WR,0,10,10,9,100,3x25,7774,3,1
2017,Messchaertstraat,1077WS,1077WS,0,10,10,9,100,3x25,6848,2,0
2017,Prinses Irenestraat,1077WT,1077XC,1,38,10,8,68,G6,3776,0,5
2017,Prinses Irenestraat,1077WT,1077WT,0,18,10,2,50,3x25,16381,3,1
2017,Prinses Irenestraat,1077WV,1077WV,0,11,10,1,64,3x25,3384,3,0
2017,Prinses Irenestraat,1077WX,1077XA,0,20,10,6,50,3x25,7445,6,3
2017,Prinses Marijkestraat,1077XB,1077XC,0,35,8,8,69,3x25,4039,6,4
2017,Prinses Marijkestraat,1077XD,1077XD,0,18,8,9,50,3x25,3795,3,2
2017,Prinses Marijkestraat,1077XD,1077XD,1,15,10,9,53,G4,2196,0,3
2017,Henriette Bosmansstraat,1077XE,1077XE,0,16,10,8,63,3x25,4263,2,0
2017,Henriette Bosmansstraat,1077XE,1077XE,1,12,10,9,50,G6,2291,0,0
2017,Henriette Bosmansstraat,1077XG,1077XG,1,18,10,9,83,G6,2569,0,0
2017,Henriette Bosmansstraat,1077XG,1077XG,0,18,10,9,72,3x25,3964,1,0
2017,Henriette Bosmansstraat,1077XH,1077XH,0,14,10,9,50,3x25,3971,3,1
2017,Henriette Bosmansstraat,1077XH,1077XH,1,12,10,9,75,G6,2525,0,1
2017,Henriette Bosmansstraat,1077XJ,1077XJ,0,18,10,9,83,3x25,3801,2,0
2017,Henriette Bosmansstraat,1077XJ,1077XJ,1,17,10,9,76,G6,2786,0,0
2017,Willem Pijperstraat,1077XK,1077XK,1,15,10,9,80,G6,2584,0,1
2017,Willem Pijperstraat,1077XK,1077XK,0,22,10,9,50,1x25,2955,2,1
2017,Willem Pijperstraat,1077XL,1077XL,1,14,10,9,50,G4,2625,0,3
2017,Willem Pijperstraat,1077XL,1077XL,0,21,9,9,48,1x25,2940,3,2
2017,Willem Pijperstraat,1077XM,1077XM,1,14,10,9,79,G4,2000,0,0
2017,Willem Pijperstraat,1077XM,1077XM,0,16,7,8,75,3x25,4123,4,0
2017,Brandts Buysstraat,1077XN,1077XN,0,18,10,9,100,1x25,52,0,0
2017,Henri Zagwijnstraat,1077XP,1077XP,0,19,10,9,58,1x25,5489,0,0
2017,Henri Zagwijnstraat,1077XP,1077XP,1,15,10,9,93,G4,122,0,0
2017,Henri Zagwijnstraat,1077XR,1077XR,0,15,10,9,60,1x35,3305,2,1
2017,Henri Zagwijnstraat,1077XR,1077XR,1,12,10,9,67,G4,175,0,0
2017,Zuidplein,1077XV,1077ZA,1,21,10,9,81,G4,3222,0,4
2017,Zuidplein,1077XV,1077XV,0,23,10,1,39,OBK,5533,3,0
2017,Strawinskylaan,1077XW,1077ZA,0,37,10,5,22,3x25,4555,5,3
2017,Milletstraat,1077ZB,1077ZB,1,22,10,9,100,G4,1810,0,9
2017,Milletstraat,1077ZB,1077ZB,0,24,10,9,63,1x35,2801,10,9
2017,Milletstraat,1077ZC,1077ZC,0,17,10,9,53,1x35,2890,10,9
2017,Milletstraat,1077ZC,1077ZC,1,17,10,9,100,G4,1776,0,9
2017,Milletstraat,1077ZD,1077ZD,0,20,10,9,40,1x35,3611,7,6
2017,Milletstraat,1077ZD,1077ZD,1,18,10,9,83,G4,689,0,6
2017,Milletstraat,1077ZE,1077ZE,1,26,10,9,100,G4,2007,0,9
2017,Milletstraat,1077ZE,1077ZE,0,28,10,9,54,1x35,4156,10,9
2017,Milletstraat,1077ZG,1077ZG,1,17,10,9,100,G4,805,0,7
2017,Milletstraat,1077ZG,1077ZG,0,18,10,9,56,1x25,3544,8,7
2017,Watteaustraat,1077ZH,1077ZH,0,21,10,9,48,1x35,2777,7,6
2017,Watteaustraat,1077ZH,1077ZH,1,16,10,9,100,G4,1246,0,7
2017,Watteaustraat,1077ZJ,1077ZJ,0,20,10,9,45,1x35,1659,10,9
2017,Watteaustraat,1077ZJ,1077ZJ,1,20,10,9,100,G4,794,0,9
2017,Watteaustraat,1077ZK,1077ZK,1,13,10,9,100,G4,1738,0,9
2017,Watteaustraat,1077ZK,1077ZK,0,14,10,9,50,1x35,2852,10,9
2017,Watteaustraat,1077ZL,1077ZL,1,23,10,9,96,G4,520,0,0
2017,Watteaustraat,1077ZL,1077ZL,0,28,10,9,61,1x25,4288,2,0
2017,Watteaustraat,1077ZM,1077ZM,0,29,10,9,62,3x25,2785,3,2
2017,Watteaustraat,1077ZM,1077ZM,1,27,10,9,81,G4,1582,0,1
2017,Watteaustraat,1077ZN,1077ZN,0,22,10,9,68,3x25,3369,1,0
2017,Watteaustraat,1077ZN,1077ZN,1,20,10,9,85,G4,1854,0,0
2017,Courbetstraat,1077ZP,1077ZP,1,20,10,8,95,G4,3439,0,7
2017,Courbetstraat,1077ZP,1077ZP,0,25,10,9,40,3x25,3214,9,8
2017,Courbetstraat,1077ZR,1077ZR,0,17,10,9,47,1x35,3600,10,9
2017,Courbetstraat,1077ZR,1077ZR,1,16,10,9,94,G4,1536,0,8
2017,Courbetstraat,1077ZS,1077ZS,1,16,10,9,100,G4,1944,0,9
2017,Courbetstraat,1077ZS,1077ZS,0,18,10,9,39,1x35,2715,10,9
2017,Courbetstraat,1077ZT,1077ZT,1,22,10,9,100,G4,1639,0,9
2017,Courbetstraatraat,1077ZT,1077ZT,0,28,10,9,46,1x35,2429,10,9
2017,Courbetstraat,1077ZV,1077ZV,1,22,10,9,73,G4,2386,0,4
2017,Courbetstraat,1077ZV,1077ZV,0,23,10,9,83,1x35,2975,6,3
2017,Courbetstraat,1077ZW,1077ZW,0,23,10,9,83,1x35,2165,10,9
2017,Courbetstraat,1077ZW,1077ZW,1,21,10,9,100,G4,1108,0,9
2017,Strawinskylaan,1077ZX,1078AA,1,32,10,9,100,G4,1007,0,5
2017,Strawinskylaan,1077ZX,1077ZX,0,10,10,0,50,3x63,34636,6,0
2017,Amstelkade,1078AA,1078AA,0,35,10,9,60,1x25,1915,6,5
2017,Amstelkade,1078AB,1078AB,1,21,10,9,95,G4,1126,0,7
2017,Amstelkade,1078AB,1078AB,0,23,10,9,57,1x25,2476,8,7
2017,Amstelkade,1078AC,1078AC,0,29,10,9,62,1x25,1837,8,7
2017,Amstelkade,1078AC,1078AC,1,24,10,9,100,G4,1198,0,8
2017,Amstelkade,1078AD,1078AD,1,28,10,8,100,G4,893,0,6
2017,Amstelkade,1078AD,1078AD,0,33,10,8,58,1x25,1587,7,6
2017,Amstelkade,1078AE,1078AE,1,47,10,7,98,G4,1098,0,7
2017,Amstelkade,1078AE,1078AE,0,57,10,6,58,1x25,1930,8,6
2017,Amstelkade,1078AG,1078AG,1,37,10,7,100,G4,811,0,4
2017,Amstelkade,1078AG,1078AG,0,44,10,7,43,1x35,2165,6,4
2017,Amstelkade,1078AH,1078AH,1,30,10,9,100,G4,952,0,4
2017,Amstelkade,1078AH,1078AH,0,35,10,9,94,1x35,1701,6,4
2017,Amstelkade,1078AJ,1078AJ,0,40,9,9,50,1x25,1665,2,1
2017,Amstelkade,1078AJ,1078AJ,1,35,10,9,100,G4,948,0,1
2017,Amstelkade,1078AK,1078AK,0,32,10,9,59,1x35,2094,3,2
2017,Amstelkade,1078AK,1078AK,1,28,10,9,86,G4,1205,0,2
2017,Amstelkade,1078AL,1078AL,1,24,10,9,83,G4,1601,0,0
2017,Amstelkade,1078AL,1078AL,0,25,10,9,48,1x35,2870,1,0
2017,Amstelkade,1078AM,1078AM,1,28,10,9,96,G4,975,0,0
2017,Amstelkade,1078AM,1078AM,0,29,10,9,72,1x35,2043,1,0
2017,Amstelkade,1078AN,1078AN,1,31,10,9,97,G4,1032,0,0
2017,Amstelkade,1078AN,1078AN,0,37,10,9,81,1x25,1330,1,0
2017,Amstelkade,1078AP,1078AP,1,29,10,8,90,G4,1128,0,0
2017,Amstelkade,1078AP,1078AP,0,34,10,8,85,1x25,1740,1,0
2017,Amstelkade,1078AR,1078AR,0,23,10,9,87,1x25,2488,1,0
2017,Amstelkade,1078AR,1078AR,1,21,10,9,52,G4,1326,0,0
2017,Amstelkade,1078AS,1078AS,0,25,10,9,56,1x35,2598,1,0
2017,Amstelkade,1078AS,1078AS,1,24,10,9,63,G4,1360,0,0
2017,Amstelkade,1078AT,1078AT,0,23,10,9,65,1x35,2435,1,0
2017,Amstelkade,1078AT,1078AT,1,22,10,9,77,G4,1467,0,0
2017,Amstelkade,1078AV,1078AV,1,22,10,9,77,G4,1209,0,2
2017,Amstelkade,1078AV,1078AV,0,27,10,9,44,1x35,2593,5,4
2017,Amstelkade,1078AW,1078AW,1,26,10,9,77,G4,1503,0,3
2017,Amstelkade,1078AW,1078AW,0,30,10,9,50,1x25,3633,4,2
2017,Amstelkade,1078AX,1078AX,0,22,10,9,55,1x25,3039,1,0
2017,Amstelkade,1078AX,1078AX,1,20,10,9,80,G4,1100,0,0
2017,Amstelkade,1078AZ,1078AZ,1,25,10,8,88,G4,603,0,0
2017,Amstelkade,1078AZ,1078AZ,0,28,10,9,57,1x25,2841,1,0
2017,Amstelkade,1078BA,1078BA,1,25,10,9,52,G6,1519,0,0
2017,Amstelkade,1078BA,1078BA,0,27,10,9,67,1x25,2828,1,0
2017,Amstelkade,1078BB,1078BB,1,20,10,9,60,G4,1864,0,0
2017,Amstelkade,1078BB,1078BB,0,25,10,9,40,1x35,3003,1,0
2017,Slaakstraat,1078BC,1078BC,1,20,10,8,100,G4,30,0,1
2017,Slaakstraat,1078BC,1078BC,0,21,10,9,62,1x25,3016,3,2
2017,Slaakstraat,1078BD,1078BD,1,24,10,9,83,G4,1446,0,3
2017,Slaakstraat,1078BD,1078BD,0,27,10,9,52,1x25,2446,4,3
2017,Sloestraat,1078BE,1078BE,0,17,10,9,88,1x35,2613,0,0
2017,Sloestraat,1078BE,1078BE,1,16,10,9,63,G4,1154,0,0
2017,Sloestraat,1078BG,1078BG,0,22,9,9,55,1x35,3996,3,2
2017,Sloestraat,1078BG,1078BG,1,20,10,9,100,G4,98,0,2
2017,Slingerbeekstraat,1078BH,1078BH,1,36,10,9,97,G4,904,0,6
2017,Slingerbeekstraat,1078BH,1078BH,0,40,10,9,63,1x25,1757,6,5
2017,Slingerbeekstraat,1078BJ,1078BJ,0,43,10,9,74,1x25,1712,10,9
2017,Slingerbeekstraat,1078BJ,1078BJ,1,42,10,9,100,G4,891,0,9
2017,Schipbeekstraat,1078BK,1078BK,1,37,10,9,97,G4,1050,0,2
2017,Schipbeekstraat,1078BK,1078BK,0,41,10,9,54,1x25,1714,3,2
2017,Schipbeekstraat,1078BL,1078BL,1,21,10,9,100,G4,840,0,0
2017,Schipbeekstraat,1078BL,1078BL,0,22,10,9,95,1x25,1655,1,0
2017,Schipbeekstraat,1078BM,1078BM,1,20,10,9,100,G4,1008,0,0
2017,Schipbeekstraat,1078BM,1078BM,0,22,10,9,64,1x25,2097,2,0
2017,Waalstraat,1078BN,1078BN,1,14,10,9,93,G4,1436,0,1
2017,Waalstraat,1078BN,1078BN,0,16,10,9,75,1x25,2159,2,1
2017,Waalstraat,1078BP,1078BP,1,22,10,9,100,G4,788,0,2
2017,Waalstraat,1078BP,1078BP,0,25,10,9,76,1x25,2102,3,2
2017,Waalstraat,1078BR,1078BR,1,14,10,9,93,G4,1482,0,5
2017,Waalstraat,1078BR,1078BR,0,14,10,9,43,1x25,2768,7,5
2017,Waalstraat,1078BS,1078BS,1,29,10,9,100,G4,1036,0,2
2017,Waalstraat,1078BS,1078BS,0,35,9,9,60,1x25,1691,4,3
2017,Waalstraat,1078BT,1078BT,0,31,10,9,81,1x25,2301,5,4
2017,Waalstraat,1078BT,1078BT,1,28,10,9,100,G4,1199,0,4
2017,Waalstraat,1078BV,1078BV,0,23,10,9,83,1x25,1617,3,1
