OBJECTNUMMER;Postcode4;Opp_m2;COORDS;LNG;LAT;
11;"1091";893666;"POLYGON((4.912884 52.3484,4.9128 52.348581,4.912413 52.349268,4.911643 52.350748,4.911138 52.351546,4.908789 52.353943,4.908571 52.353883,4.90742 52.355138,4.905793 52.358645,4.905401 52.359385,4.905975 52.359491,4.906171 52.359543,4.906505 52.359657,4.906642 52.359717,4.906922 52.359869,4.907103 52.359997,4.907379 52.360212,4.907509 52.360293,4.907645 52.360363,4.907784 52.360424,4.907974 52.360492,4.908321 52.360582,4.908548 52.360632,4.908813 52.360653,4.909038 52.360644,4.909367 52.36059,4.909663 52.36057,4.909961 52.360579,4.910245 52.360614,4.910396 52.360644,4.910566 52.360689,4.910838 52.360788,4.911057 52.360899,4.911188 52.360985,4.911307 52.36108,4.911379 52.361123,4.911491 52.361173,4.911639 52.361217,4.911765 52.361239,4.912839 52.36135,4.914036 52.361488,4.91508 52.361779,4.91581 52.360488,4.916146 52.359932,4.917445 52.358036,4.919185 52.355649,4.920022 52.354629,4.920101 52.354512,4.920179 52.354368,4.92025 52.354169,4.9203 52.353962,4.920304 52.353906,4.920289 52.353824,4.920264 52.35377,4.920156 52.353613,4.92015 52.353576,4.920166 52.353528,4.921618 52.352323,4.9165 52.350018,4.912884 52.3484))";"4,9135086";"52,3550882";
12;"1062";1530490;"POLYGON((4.83388 52.364049,4.842315 52.364137,4.842644 52.352992,4.842649 52.352444,4.842633 52.35207,4.842569 52.351538,4.84248 52.351138,4.842257 52.35044,4.842007 52.349863,4.841752 52.349339,4.841425 52.34862,4.841342 52.348408,4.841189 52.347936,4.841132 52.347694,4.841022 52.347002,4.840996 52.34658,4.840988 52.346019,4.841944 52.345974,4.841947 52.345555,4.841785 52.345539,4.841725 52.345521,4.84166 52.345475,4.841637 52.345428,4.841636 52.345404,4.841663 52.345362,4.841646 52.345058,4.841527 52.344091,4.841506 52.343751,4.841505 52.343496,4.841515 52.343496,4.841518 52.343429,4.841496 52.343425,4.841505 52.343267,4.84152 52.343267,4.841521 52.343198,4.84153 52.343189,4.841706 52.341749,4.841884 52.340609,4.842008 52.339976,4.842092 52.339717,4.842206 52.339488,4.842351 52.339274,4.842509 52.339092,4.842728 52.338891,4.842912 52.338754,4.843177 52.338588,4.843357 52.338498,4.843716 52.338351,4.844017 52.338256,4.844288 52.338187,4.844547 52.338137,4.844891 52.338092,4.845299 52.338064,4.845705 52.338058,4.84595 52.338067,4.845991 52.338075,4.845994 52.338063,4.84601 52.338062,4.846015 52.338073,4.846413 52.338097,4.846516 52.338112,4.846521 52.338105,4.846666 52.338117,4.846664 52.338126,4.846853 52.338139,4.846856 52.338131,4.846972 52.33814,4.846972 52.33814,4.847032 52.337685,4.844466 52.337551,4.843771 52.337529,4.843215 52.337523,4.842381 52.337536,4.84165 52.337571,4.841059 52.337615,4.840201 52.337703,4.839705 52.337844,4.839464 52.337922,4.839225 52.338003,4.838762 52.338181,4.838536 52.338276,4.838102 52.33848,4.837689 52.338699,4.837114 52.339057,4.836763 52.339313,4.836437 52.339582,4.835996 52.340002,4.835674 52.340351,4.835487 52.340584,4.835196 52.341031,4.835014 52.341499,4.834925 52.34181,4.834885 52.342012,4.834761 52.342854,4.834687 52.343261,4.834608 52.343847,4.834522 52.344075,4.834457 52.34436,4.834438 52.34454,4.83441 52.345771,4.834261 52.348427,4.834193 52.350473,4.834209 52.351026,4.834204 52.351889,4.834175 52.352854,4.834088 52.354504,4.834118 52.355534,4.834177 52.356308,4.834201 52.35732,4.834197 52.357885,4.834155 52.358546,4.834032 52.359614,4.833963 52.36067,4.833905 52.362457,4.83388 52.364049))";"4,840455";"52,35082905";
13;"1069";2321149;"POLYGON((4.775174 52.356648,4.775733 52.357165,4.775901 52.357274,4.776029 52.357323,4.776102 52.357341,4.776258 52.357361,4.776492 52.357364,4.777286 52.357218,4.777516 52.357185,4.777577 52.357187,4.777728 52.357204,4.777878 52.357236,4.778013 52.35728,4.778125 52.357331,4.77829 52.357425,4.778607 52.357646,4.778795 52.357811,4.780832 52.359732,4.781978 52.36079,4.782328 52.361063,4.782514 52.361194,4.782709 52.361321,4.783119 52.361562,4.783333 52.361676,4.783782 52.361889,4.784252 52.362083,4.784745 52.362256,4.784999 52.362335,4.785518 52.362476,4.785783 52.362538,4.795326 52.364434,4.79816 52.359175,4.799258 52.358027,4.803608 52.349968,4.801146 52.349472,4.80055 52.349358,4.799901 52.349199,4.799436 52.349066,4.798895 52.348876,4.798501 52.348716,4.798017 52.34849,4.797752 52.348344,4.797446 52.348156,4.797165 52.347966,4.796715 52.347625,4.796156 52.347064,4.79603 52.346888,4.795653 52.347005,4.793004 52.348143,4.793957 52.349289,4.793634 52.349829,4.791336 52.347629,4.787364 52.343972,4.791476 52.3423,4.79228 52.343095,4.79294 52.343812,4.793233 52.34374,4.791108 52.341495,4.790548 52.341837,4.790164 52.342003,4.788157 52.342836,4.780811 52.345841,4.781424 52.346412,4.786176 52.344465,4.789489 52.347568,4.792332 52.350264,4.792018 52.350538,4.791667 52.350775,4.787959 52.352317,4.785205 52.34973,4.78004 52.351798,4.776803 52.348631,4.775591 52.349124,4.777058 52.350575,4.778002 52.351295,4.778274 52.35147,4.77902 52.352206,4.774398 52.354056,4.774281 52.353919,4.773715 52.354151,4.773847 52.354282,4.772489 52.354819,4.772745 52.354914,4.773168 52.355116,4.773482 52.355294,4.773844 52.355537,4.774045 52.355692,4.775174 52.356648))";"4,7880475";"52,3529634";
14;"1019";1632472;"MULTIPOLYGON(((4.953679 52.367424,4.951878 52.367404,4.951887 52.366996,4.949988 52.366698,4.946146 52.366669,4.939464 52.366641,4.932371 52.366542,4.932096 52.366564,4.931586 52.366562,4.93219 52.367562,4.932128 52.367594,4.932111 52.367617,4.932115 52.367656,4.932093 52.36766,4.932583 52.368479,4.932754 52.368852,4.932832 52.369087,4.932901 52.369419,4.93295 52.369897,4.932919 52.370041,4.932903 52.370358,4.932973 52.3704,4.932914 52.370659,4.9329 52.370658,4.932895 52.370676,4.93285 52.370675,4.932817 52.370685,4.932783 52.370712,4.932768 52.370895,4.932628 52.371271,4.932506 52.371497,4.932325 52.371691,4.93232 52.371724,4.932332 52.371742,4.932396 52.371777,4.932258 52.371955,4.93218 52.37195,4.932118 52.37197,4.931974 52.372149,4.931749 52.372342,4.931475 52.372549,4.931178 52.372743,4.930879 52.372913,4.93055 52.373069,4.930191 52.373218,4.929855 52.373338,4.929402 52.373467,4.92855 52.373673,4.927697 52.373907,4.927102 52.373558,4.92365 52.374749,4.921208 52.375085,4.914598 52.376096,4.914674 52.376498,4.914028 52.376462,4.911701 52.376249,4.911703 52.376102,4.911439 52.376082,4.911257 52.376922,4.911194 52.37755,4.911605 52.377531,4.912683 52.377458,4.912866 52.377863,4.912217 52.377984,4.912501 52.378762,4.914392 52.378464,4.921959 52.377141,4.931424 52.375507,4.935192 52.374829,4.938268 52.374317,4.939281 52.374129,4.939755 52.37406,4.940362 52.374179,4.940449 52.374099,4.940594 52.373865,4.941954 52.373986,4.943437 52.374182,4.943893 52.374365,4.944445 52.374557,4.94443 52.374689,4.948974 52.37519,4.949149 52.374597,4.94943 52.37446,4.949614 52.373772,4.949469 52.373575,4.949297 52.373453,4.943581 52.372812,4.939048 52.372334,4.938984 52.371983,4.938945 52.371476,4.9517 52.372893,4.951782 52.372665,4.951957 52.372519,4.952052 52.372364,4.951441 52.37228,4.951647 52.371646,4.93955 52.370319,4.938006 52.370261,4.936849 52.370259,4.936798 52.370194,4.936501 52.369991,4.936305 52.369914,4.936009 52.369841,4.935183 52.36983,4.934757 52.369755,4.934525 52.369649,4.934342 52.369494,4.934344 52.369258,4.934623 52.369283,4.934914 52.369366,4.935234 52.369375,4.937073 52.369366,4.937405 52.36944,4.938004 52.369434,4.938002 52.369696,4.938508 52.36969,4.93852 52.369371,4.942257 52.369353,4.950325 52.369433,4.953051 52.369442,4.953054 52.369148,4.95352 52.36915,4.953626 52.369248,4.953567 52.369729,4.953262 52.370555,4.952992 52.371004,4.953882 52.371749,4.954152 52.372057,4.954226 52.372204,4.954403 52.372376,4.95465 52.372393,4.95481 52.372149,4.954913 52.371834,4.955427 52.369784,4.955627 52.368915,4.955689 52.368479,4.955659 52.368196,4.955525 52.367977,4.95521 52.367784,4.954952 52.367673,4.954514 52.367587,4.95367 52.367566,4.953679 52.367424)),((4.958641 52.380443,4.958644 52.380441,4.958641 52.380442,4.958641 52.380443)),((4.948734 52.377042,4.948649 52.376894,4.948486 52.376734,4.948291 52.376599,4.94803 52.376524,4.947737 52.376471,4.938281 52.376152,4.937755 52.3761,4.937362 52.37628,4.935244 52.37619,4.935201 52.376818,4.922313 52.379099,4.920204 52.379459,4.919532 52.37925,4.919476 52.379423,4.917833 52.379258,4.917708 52.379706,4.922627 52.380253,4.922876 52.380227,4.928725 52.379184,4.932496 52.378542,4.937018 52.377749,4.940159 52.377571,4.940976 52.377614,4.942055 52.377641,4.948612 52.377883,4.948734 52.377042)),((4.95628 52.37854,4.956283 52.378541,4.956563 52.378568,4.95656 52.378567,4.95628 52.37854)),((4.956569 52.37857,4.956711 52.37863,4.956603 52.378578,4.956569 52.37857)),((4.958462 52.380708,4.958387 52.380751,4.958469 52.380714,4.958462 52.380708)),((4.958612 52.381006,4.958434 52.380857,4.958433 52.380858,4.958612 52.381006)),((4.959216 52.381258,4.959142 52.381272,4.959163 52.381273,4.959216 52.381258)),((4.958801 52.381085,4.958805 52.381081,4.958798 52.381084,4.958801 52.381085)),((4.958852 52.381117,4.958934 52.381079,4.95885 52.381116,4.958852 52.381117)),((4.958861 52.381175,4.958879 52.381158,4.958858 52.381173,4.958861 52.381175)),((4.959015 52.381267,4.95901 52.381266,4.959013 52.381267,4.959015 52.381267)))";"4,93520395";"52,3739061";
15;"1012";1002568;"POLYGON((4.889303 52.374454,4.889673 52.374813,4.891181 52.376184,4.892082 52.377024,4.893914 52.378688,4.894003 52.378758,4.89434 52.379022,4.895194 52.379616,4.895806 52.380136,4.896412 52.380789,4.896683 52.380705,4.896898 52.380965,4.897178 52.381238,4.898014 52.380709,4.900381 52.379786,4.90054 52.379943,4.901026 52.37978,4.900856 52.379613,4.903784 52.378553,4.904488 52.378448,4.904046 52.377975,4.904259 52.377897,4.903545 52.377165,4.903373 52.37682,4.90317 52.376887,4.903047 52.376952,4.902761 52.377166,4.902639 52.377207,4.902504 52.37719,4.902422 52.377139,4.902384 52.377115,4.902305 52.376999,4.90236 52.376884,4.902538 52.376735,4.902432 52.376621,4.902861 52.376462,4.902907 52.376423,4.902273 52.376134,4.901267 52.374166,4.90053 52.372643,4.899856 52.372216,4.899295 52.371569,4.898754 52.370987,4.896366 52.36849,4.896232 52.368283,4.895786 52.367804,4.895711 52.367727,4.895477 52.367787,4.894593 52.367394,4.894584 52.36729,4.894322 52.36728,4.89388 52.367282,4.893806 52.367258,4.893357 52.366963,4.89329 52.366936,4.893152 52.3669,4.89275 52.366893,4.891744 52.366908,4.89116 52.366963,4.8901 52.367133,4.88964 52.367277,4.88806 52.368491,4.887852 52.368719,4.887827 52.368796,4.888126 52.370293,4.888509 52.372316,4.888765 52.37303,4.888821 52.373139,4.888908 52.373432,4.889259 52.374301,4.889303 52.374454))";"4,8961565";"52,3740644";
16;"1063";1350997;"POLYGON((4.812009 52.384648,4.83153 52.384871,4.836014 52.384942,4.839257 52.38501,4.839361 52.38458,4.839417 52.38458,4.839445 52.384424,4.839419 52.384423,4.83946 52.384035,4.839447 52.384034,4.839456 52.383791,4.839445 52.383622,4.839461 52.383622,4.839453 52.383551,4.83944 52.383552,4.83939 52.383159,4.839405 52.383158,4.839387 52.383052,4.839374 52.383053,4.839279 52.382585,4.839265 52.382587,4.839138 52.382191,4.839131 52.382192,4.839098 52.382113,4.839086 52.382115,4.838949 52.381791,4.838968 52.381787,4.838922 52.381686,4.838945 52.381683,4.838915 52.381613,4.838897 52.381616,4.838764 52.381302,4.838782 52.381298,4.838775 52.381279,4.838693 52.381091,4.838677 52.381094,4.838529 52.380742,4.838546 52.380739,4.838461 52.380534,4.838446 52.380536,4.838442 52.380526,4.838296 52.380178,4.838313 52.380175,4.838224 52.379967,4.838208 52.37997,4.838202 52.379957,4.838107 52.379712,4.838116 52.37971,4.837877 52.379136,4.837873 52.379129,4.837854 52.379132,4.837823 52.379058,4.837811 52.37906,4.837645 52.378664,4.837682 52.378669,4.837652 52.378599,4.837659 52.378598,4.837631 52.378531,4.837615 52.378534,4.837463 52.378184,4.837464 52.37816,4.837325 52.377826,4.8367 52.376345,4.824041 52.378325,4.823901 52.378359,4.823739 52.378421,4.821983 52.379336,4.820648 52.379546,4.820138 52.378325,4.813374 52.379386,4.812559 52.379484,4.812215 52.379532,4.812171 52.380557,4.812009 52.384648))";"4,82573385";"52,3806772";
17;"1024";1509509;"POLYGON((4.940938 52.39446,4.944786 52.398059,4.945763 52.397743,4.946564 52.397901,4.951802 52.402792,4.952566 52.402402,4.953185 52.402071,4.953965 52.401641,4.954919 52.401086,4.955712 52.400606,4.956568 52.400056,4.957664 52.399312,4.958319 52.398838,4.95896 52.398354,4.959711 52.397749,4.960517 52.397056,4.961231 52.396393,4.961982 52.395643,4.962813 52.394736,4.966862 52.389994,4.962964 52.389063,4.960436 52.388537,4.960374 52.388518,4.960304 52.388484,4.960237 52.38843,4.960122 52.388273,4.960068 52.388235,4.95997 52.388198,4.95391 52.38674,4.952428 52.386302,4.952429 52.389823,4.951605 52.391285,4.940938 52.39446))";"4,9538991";"52,3945474";
18;"1079";1485934;"POLYGON((4.912007 52.347232,4.912015 52.347218,4.912259 52.346479,4.912532 52.345825,4.912693 52.344909,4.912871 52.344428,4.913223 52.343794,4.913481 52.343363,4.913655 52.343138,4.914029 52.34248,4.914101 52.34215,4.914043 52.341854,4.913851 52.341554,4.913476 52.341082,4.913209 52.340824,4.912762 52.340519,4.912159 52.340196,4.91176 52.340048,4.911103 52.339865,4.910494 52.33974,4.909582 52.339521,4.909107 52.339358,4.90781 52.338816,4.907006 52.338394,4.906742 52.338149,4.906629 52.337978,4.906503 52.33768,4.906202 52.336313,4.906157 52.336157,4.906078 52.336006,4.905689 52.335468,4.904964 52.334705,4.904614 52.334387,4.904116 52.334028,4.903928 52.333949,4.903715 52.333887,4.902901 52.333807,4.901901 52.333811,4.901041 52.333871,4.900552 52.333884,4.900175 52.333883,4.899882 52.333854,4.899559 52.333796,4.899063 52.333625,4.898901 52.333536,4.898275 52.333022,4.897421 52.33344,4.897295 52.333342,4.896849 52.333026,4.896776 52.332984,4.896718 52.332978,4.896383 52.333179,4.896252 52.333329,4.896205 52.333344,4.896142 52.333382,4.895143 52.333849,4.894865 52.333953,4.894597 52.33402,4.894299 52.334058,4.893945 52.334057,4.89385 52.33405,4.893696 52.334028,4.893556 52.334,4.893418 52.333959,4.893141 52.333858,4.893103 52.333851,4.893063 52.333854,4.893022 52.333874,4.89267 52.334262,4.892736 52.334457,4.892747 52.334573,4.892715 52.334693,4.892664 52.334783,4.892579 52.334875,4.892464 52.334959,4.891907 52.335284,4.891559 52.335474,4.890135 52.336169,4.890237 52.33628,4.890298 52.336331,4.891636 52.337314,4.891774 52.337446,4.891886 52.337611,4.891939 52.337827,4.89229 52.340837,4.892572 52.341589,4.896569 52.342972,4.902986 52.345375,4.903613 52.345847,4.90421 52.346145,4.912007 52.347232))";"4,90211695";"52,34010405";
19;"1075";1103774;"POLYGON((4.848181 52.34276,4.848815 52.343432,4.849062 52.343793,4.850574 52.346762,4.851165 52.347636,4.851278 52.347821,4.851561 52.34844,4.85237 52.350944,4.853694 52.355243,4.853773 52.355339,4.854123 52.356515,4.855085 52.356402,4.858944 52.357397,4.859784 52.357603,4.861822 52.358128,4.861812 52.358146,4.862248 52.358255,4.862257 52.358243,4.863179 52.358473,4.863185 52.358464,4.86368 52.358575,4.864539 52.358794,4.865547 52.358832,4.867135 52.356096,4.867199 52.356009,4.8673 52.356021,4.867402 52.356014,4.867527 52.355956,4.867598 52.355899,4.86764 52.355844,4.867979 52.355261,4.868163 52.355313,4.868915 52.354359,4.869043 52.354156,4.869795 52.353175,4.870076 52.352997,4.870409 52.352532,4.870566 52.352064,4.87039 52.352036,4.865302 52.350686,4.86111 52.349596,4.858856 52.347619,4.857573 52.347411,4.853504 52.34685,4.853179 52.346774,4.852929 52.346688,4.852709 52.346588,4.852554 52.346499,4.852423 52.34641,4.852007 52.346086,4.851773 52.345842,4.85166 52.3457,4.851589 52.345592,4.851521 52.345438,4.85147 52.345258,4.851442 52.344697,4.85152 52.344368,4.851637 52.344032,4.851917 52.343624,4.852022 52.343392,4.851117 52.343246,4.8501 52.343008,4.849792 52.342917,4.848181 52.34276))";"4,85937235";"52,35079475";
20;"1106";2604402;"POLYGON((4.971421 52.307989,4.976269 52.30268,4.976551 52.302455,4.976759 52.302317,4.9771 52.302126,4.977343 52.302011,4.977599 52.301905,4.978003 52.301769,4.978284 52.301693,4.97872 52.301601,4.978968 52.30156,4.979439 52.301509,4.989203 52.301539,4.990446 52.301549,4.990623 52.301561,4.990763 52.301584,4.990893 52.301621,4.991343 52.301813,4.991487 52.301863,4.991695 52.301907,4.991915 52.301921,4.992135 52.301907,4.992292 52.301877,4.992393 52.301849,4.992629 52.301746,4.992732 52.301711,4.99287 52.30168,4.993017 52.301667,4.995122 52.301675,4.995381 52.301704,4.995628 52.301758,4.995895 52.301806,4.996257 52.301817,4.996541 52.301801,4.997058 52.301684,4.99721 52.301664,4.997393 52.301654,5.000352 52.301604,5.003393 52.301566,5.005928 52.301548,5.007954 52.301543,5.007894 52.301517,5.007808 52.301437,5.007755 52.30136,5.007701 52.301177,5.007633 52.301005,5.007546 52.300862,5.007363 52.300651,5.007059 52.300372,5.005267 52.298387,5.003837 52.298503,5.003768 52.298335,5.00368 52.298159,5.003405 52.29766,5.003247 52.297419,5.003235 52.297383,5.003231 52.296743,5.003248 52.29639,4.98546 52.29632,4.982045 52.296314,4.979559 52.2963,4.978888 52.296275,4.978218 52.296226,4.977388 52.296137,4.976621 52.296023,4.971656 52.295186,4.9697 52.29482,4.967474 52.294443,4.966809 52.294353,4.966584 52.294333,4.966228 52.294317,4.965938 52.294316,4.965624 52.294328,4.965311 52.294354,4.965065 52.294385,4.964756 52.294436,4.964485 52.294493,4.964219 52.294561,4.963989 52.294631,4.963686 52.294738,4.963505 52.294812,4.963248 52.294934,4.963027 52.295051,4.962859 52.295151,4.962664 52.295285,4.962518 52.295396,4.962318 52.295574,4.961748 52.295374,4.961159 52.296007,4.960959 52.296239,4.961004 52.296293,4.960179 52.297347,4.959583 52.29801,4.959319 52.298205,4.958446 52.29918,4.9561 52.301724,4.955749 52.302091,4.955402 52.30249,4.971421 52.307989))";"4,981677";"52,30115025";
21;"1046";3871691;"POLYGON((4.775011 52.399118,4.792715 52.399134,4.79303 52.39916,4.793787 52.399264,4.794897 52.399343,4.795298 52.399329,4.795543 52.399336,4.795708 52.399364,4.795958 52.399413,4.796304 52.399512,4.796779 52.399696,4.797388 52.399956,4.797928 52.400119,4.798253 52.400191,4.798642 52.400246,4.798912 52.400267,4.799144 52.400275,4.799417 52.400272,4.799772 52.400249,4.80018 52.400193,4.800427 52.400139,4.800672 52.400073,4.800961 52.399979,4.801146 52.399909,4.801329 52.399817,4.801386 52.399723,4.801627 52.399589,4.801891 52.399406,4.802086 52.399229,4.802222 52.399074,4.802304 52.398957,4.802446 52.398698,4.802743 52.398003,4.802942 52.397604,4.803073 52.397367,4.803405 52.396826,4.803579 52.39657,4.803987 52.396025,4.804189 52.395781,4.804412 52.395526,4.804809 52.395106,4.804954 52.394973,4.805033 52.394929,4.805181 52.394813,4.805296 52.394704,4.805412 52.394563,4.805528 52.394507,4.805799 52.394517,4.805878 52.394549,4.80599 52.394437,4.806082 52.394346,4.804755 52.393847,4.804327 52.393723,4.803882 52.393626,4.803421 52.393559,4.802952 52.393522,4.802413 52.393508,4.802605 52.389176,4.80174 52.389143,4.801944 52.384526,4.794225 52.384439,4.787352 52.38437,4.75896 52.384112,4.758951 52.384415,4.758523 52.38718,4.758351 52.3877,4.758306 52.387943,4.76609 52.387949,4.766494 52.388367,4.768925 52.38837,4.769551 52.389149,4.770996 52.391876,4.771784 52.393224,4.772096 52.393824,4.772715 52.394348,4.772992 52.394817,4.775011 52.399118))";"4,7821929";"52,39219375";
22;"1032";1389917;"POLYGON((4.896839 52.397753,4.896973 52.398229,4.897748 52.398927,4.897433 52.399188,4.900272 52.401532,4.900789 52.402258,4.902306 52.40162,4.902304 52.401553,4.902517 52.401456,4.904078 52.402847,4.908338 52.401226,4.908798 52.401063,4.908872 52.401016,4.908921 52.40094,4.909274 52.400926,4.909803 52.400886,4.910152 52.40085,4.910672 52.400777,4.913264 52.400827,4.913323 52.40082,4.913463 52.400784,4.913578 52.400769,4.91375 52.40078,4.913998 52.400762,4.914836 52.400893,4.915153 52.400935,4.915289 52.400942,4.915439 52.400939,4.915657 52.400919,4.916099 52.40085,4.916498 52.400766,4.919618 52.400003,4.919768 52.399953,4.919914 52.399887,4.920806 52.399388,4.920907 52.399369,4.921129 52.399369,4.921185 52.399359,4.921266 52.39933,4.921328 52.399288,4.921423 52.399203,4.921544 52.399067,4.921137 52.398932,4.921047 52.398887,4.92097 52.398835,4.920906 52.398776,4.920841 52.398678,4.920816 52.398574,4.920828 52.398469,4.92086 52.3984,4.921202 52.397995,4.922028 52.39712,4.922113 52.397019,4.922183 52.39691,4.922236 52.396792,4.922271 52.396644,4.922276 52.396521,4.922259 52.396404,4.922214 52.396268,4.921747 52.395398,4.919882 52.391789,4.919241 52.390754,4.918805 52.39029,4.918233 52.389737,4.915662 52.390738,4.912526 52.391942,4.912737 52.392138,4.910886 52.39285,4.909563 52.392942,4.896839 52.397753))";"4,90955655";"52,39629075";
23;"1036";272224;"POLYGON((4.901872 52.411901,4.904267 52.410161,4.904644 52.410398,4.905551 52.40987,4.905993 52.409555,4.906284 52.409312,4.906571 52.409041,4.906749 52.408849,4.90695 52.408609,4.907331 52.408093,4.907373 52.407991,4.90739 52.40789,4.907375 52.407747,4.907314 52.407607,4.906614 52.406544,4.905896 52.406863,4.905723 52.406441,4.905427 52.406116,4.904792 52.40581,4.902454 52.404621,4.901855 52.404284,4.901566 52.404022,4.899032 52.405159,4.899386 52.405963,4.899296 52.406119,4.901872 52.411901))";"4,9032101";"52,4079599";
24;"1093";613883;"POLYGON((4.922313 52.363752,4.924779 52.365241,4.925602 52.365658,4.92659 52.366256,4.92671 52.366318,4.926861 52.366379,4.926978 52.366415,4.927136 52.366453,4.927337 52.366482,4.92752 52.366494,4.931586 52.366562,4.932096 52.366564,4.931725 52.36594,4.931794 52.365912,4.931808 52.365896,4.931811 52.365875,4.931782 52.365799,4.931773 52.365801,4.93175 52.365767,4.931455 52.365225,4.931356 52.364951,4.931325 52.364954,4.931263 52.364609,4.931305 52.364607,4.931277 52.364533,4.931268 52.364218,4.931291 52.363843,4.931335 52.363559,4.931271 52.363537,4.931249 52.363513,4.931249 52.363484,4.931216 52.36348,4.93124 52.363266,4.931274 52.36327,4.931284 52.363236,4.931315 52.363216,4.931356 52.363208,4.931408 52.36321,4.931471 52.36288,4.931477 52.362791,4.931704 52.362137,4.931726 52.362111,4.931873 52.361756,4.932088 52.361423,4.932063 52.361413,4.932037 52.36139,4.932032 52.361362,4.932044 52.361341,4.932029 52.361339,4.93219 52.361075,4.932314 52.360907,4.93234 52.360913,4.932389 52.360844,4.932501 52.360823,4.932757 52.360533,4.932823 52.360473,4.93299 52.360276,4.933342 52.359937,4.933912 52.35949,4.934112 52.359349,4.934286 52.359234,4.93488 52.358885,4.934888 52.358857,4.93486 52.358831,4.935018 52.358759,4.935053 52.358781,4.935169 52.358792,4.935341 52.358697,4.935998 52.358394,4.936754 52.358051,4.937252 52.357843,4.937322 52.357798,4.937306 52.357785,4.937431 52.357733,4.937147 52.357684,4.937022 52.357573,4.936626 52.357521,4.933244 52.356808,4.929878 52.356059,4.928232 52.355329,4.928203 52.355361,4.927824 52.355958,4.927375 52.356689,4.926947 52.357463,4.926691 52.357859,4.926393 52.35828,4.925425 52.35984,4.924624 52.360928,4.924128 52.361636,4.923571 52.362787,4.923507 52.362878,4.923391 52.36298,4.922313 52.363752))";"4,92987105";"52,36094565";
25;"1058";1193833;"POLYGON((4.842315 52.364137,4.849187 52.364217,4.849216 52.363359,4.851657 52.363362,4.855675 52.363849,4.856605 52.364158,4.857636 52.36425,4.858253 52.364201,4.858342 52.364137,4.859239 52.363663,4.857828 52.362084,4.857637 52.361833,4.857456 52.361542,4.85733 52.361289,4.857186 52.360923,4.857085 52.360703,4.856971 52.360494,4.856832 52.360282,4.856705 52.360112,4.856443 52.359811,4.854865 52.357854,4.85433 52.357175,4.854123 52.356515,4.853773 52.355339,4.853694 52.355243,4.85237 52.350944,4.851671 52.351027,4.850408 52.351022,4.850398 52.351605,4.845557 52.351575,4.845547 52.352093,4.842633 52.35207,4.842649 52.352444,4.842644 52.352992,4.842315 52.364137))";"4,85077615";"52,35759635";
