sjve,postcode
3933.0421940928272,1011
9563.993103448276,1012
3642.0091463414633,1013
10266.222222222223,1014
3245.0791788856304,1015
4481.31,1016
6876.951841359773,1017
3274.2639296187685,1018
4204.275862068966,1019
3069.397590361446,1021
3064.2419354838707,1022
2816.1241379310345,1023
2715.703703703704,1024
3343.198224852071,1025
5979.066666666667,1026
6567.266666666666,1027
5802.8,1028
3163.6129032258063,1031
3890.064705882353,1032
3858.1869158878503,1033
2952.140575079872,1034
3662.6367713004483,1035
3562.5882352941176,1036
4219.666666666667,1037
17415.25,1041
21440.75,1042
12878.181818181818,1043
12170.0,1044
11950.333333333334,1045
14371.90909090909,1046
9875.714285714286,1047
2716.3295880149813,1051
2515.8978873239435,1052
2797.9880952380954,1053
3509.8988095238096,1054
2343.0343007915567,1055
2376.890625,1056
2323.714714714715,1057
2521.8869257950532,1058
3178.735294117647,1059
4147.3,1060
2852.2821782178216,1061
3196.4583333333335,1062
2932.4285714285716,1063
2395.513043478261,1064
2819.3025210084033,1065
3664.542253521127,1066
3164.6524216524217,1067
3063.4774774774774,1068
3129.795107033639,1069
5892.852861035422,1071
3229.0520833333335,1072
2689.1135531135533,1073
2889.7052023121387,1074
4428.642307692307,1075
2829.2862903225805,1076
5099.742574257426,1077
3001.9262536873157,1078
2517.097222222222,1079
4185.420634920635,1081
2942.8458781362006,1082
2846.093567251462,1083
4284.363636363636,1086
4393.881889763779,1087
2702.9805194805194,1091
2645.3807106598983,1092
3337.3371428571427,1093
2435.915057915058,1094
2821.233333333333,1095
7259.8387096774195,1096
2456.963788300836,1097
3498.092105263158,1098
14896.0,1099
12220.578947368422,1101
3883.0932835820895,1102
3870.6018518518517,1103
3462.1666666666665,1104
13440.333333333334,1105
3182.6777108433735,1106
2848.9430894308944,1107
2799.15,1108
3571.323529411765,1109
