sjvg,postcode
1585.8258706467661,1011
2782.9761904761904,1012
1348.9463087248323,1013
5871.857142857143,1014
1443.7507418397627,1015
1765.0274914089348,1016
2532.0589970501474,1017
1405.5921450151056,1018
957.12,1019
1316.3875,1021
1463.1785714285713,1022
1452.021897810219,1023
1049.1223021582734,1024
916.5476923076923,1025
2702.214285714286,1026
2155.1111111111113,1027
2641.8333333333335,1028
1390.7852348993288,1031
1696.1090909090908,1032
1336.9733333333334,1033
1177.190812720848,1034
1420.7201834862385,1035
1031.8,1036
1779.6666666666667,1037
4690.0,1041
6511.857142857143,1042
7052.0,1043
2769.0,1045
4620.0,1046
9844.0,1047
946.3511450381679,1051
1056.6418439716313,1052
1048.7638036809815,1053
1500.2408536585365,1054
1058.4959349593496,1055
1101.254716981132,1056
1026.045317220544,1057
1136.9819494584838,1058
1323.4809160305344,1059
1370.7078651685392,1060
1226.3546511627908,1061
1009.2602739726027,1062
1243.595818815331,1063
1063.030303030303,1064
1217.4285714285713,1065
1443.7115384615386,1066
1230.5548780487804,1067
981.9339933993399,1068
1135.1460674157304,1069
2309.0549132947976,1071
1186.2570422535211,1072
1156.5955882352941,1073
1324.3588235294117,1074
1978.6732283464567,1075
1024.4405286343613,1076
1994.8816326530612,1077
1264.1492537313434,1078
1188.4558404558404,1079
1361.9462365591398,1081
838.84375,1082
967.9814814814815,1083
1406.0,1086
1162.9403973509934,1091
1233.4497354497355,1092
1130.4756097560976,1093
1017.2142857142857,1094
1077.60103626943,1095
4908.166666666667,1096
1267.0518731988473,1097
1469.709090909091,1098
6236.875,1101
924.2672811059908,1102
615.3089430894308,1103
1097.9407407407407,1104
7471.0,1105
1393.5045592705167,1106
1254.6188524590164,1107
1193.5816326530612,1108
1492.3529411764705,1109
