sjve,postcode
3888.008333333333,1011
9544.505050505051,1012
3598.9939209726444,1013
9939.421052631578,1014
3107.2953216374267,1015
4352.016501650165,1016
6671.813559322034,1017
3224.514534883721,1018
4030.461832061069,1019
2873.1746987951806,1021
3108.483870967742,1022
2760.9103448275864,1023
2735.010033444816,1024
3126.730769230769,1025
5913.866666666667,1026
6243.733333333334,1027
5764.533333333334,1028
3510.687116564417,1031
3713.8114285714287,1032
3893.632716049383,1033
2821.102236421725,1034
3481.0844444444447,1035
3849.714285714286,1036
3666.3333333333335,1037
16356.2,1041
20517.375,1042
12698.538461538461,1043
14551.0,1044
9657.0,1045
14770.681818181818,1046
11417.57142857143,1047
2631.868913857678,1051
2448.6091549295775,1052
2805.334319526627,1053
3360.869822485207,1054
2266.9105263157894,1055
2308.4922118380064,1056
2288.03003003003,1057
2455.4664310954063,1058
3110.5401459854015,1059
3913.95,1060
2899.1893203883496,1061
2996.8273809523807,1062
2829.690476190476,1063
2363.7844827586205,1064
2877.908713692946,1065
3497.062937062937,1066
3075.2820512820513,1067
2981.6537313432837,1068
3019.25,1069
5786.175675675676,1071
3306.7604166666665,1072
2558.802197802198,1073
2756.393063583815,1074
4247.400763358779,1075
2808.132,1076
4949.565359477124,1077
2938.6666666666665,1078
2474.060606060606,1079
4124.7578125,1081
2921.8064516129034,1082
2784.2280701754385,1083
4366.0,1086
4514.305970149254,1087
2553.3279220779223,1091
2488.8333333333335,1092
3110.740331491713,1093
2507.0,1094
2913.6820276497697,1095
8855.702702702703,1096
2373.287709497207,1097
3384.378289473684,1098
14157.0,1099
12737.0,1101
3863.1185185185186,1102
3753.7589285714284,1103
3355.846625766871,1104
12897.0,1105
3048.354354354354,1106
2711.918699186992,1107
2740.732673267327,1108
3600.722222222222,1109
