1011,3954.2913518052055
1012,9611.051229508197
1013,3622.919001218027
1014,10087.4
1015,3196.7254098360654
1016,4422.663570006635
1017,6802.456447963801
1018,3251.1040935672513
1019,4120.424427480916
1021,2979.5385542168674
1022,3103.9285714285716
1023,2799.7613793103446
1024,2738.5965147453085
1025,3232.039053254438
1026,6030.106666666667
1027,6464.8
1028,5928.933333333333
1031,3336.9873577749686
1032,3823.894675925926
1033,3924.6720396776195
1034,2876.7893725992317
1035,3567.4910714285716
1036,3764.9578947368423
1037,3922.9285714285716
1041,17241.636363636364
1042,21729.9
1043,12321.629032258064
1044,15226.0
1045,11697.6
1046,14723.781818181818
1047,10544.942857142858
1051,2672.37584396099
1052,2506.0035211267605
1053,2822.2767220902615
1054,3462.362017804154
1055,2339.9515023721665
1056,2355.747348721148
1057,2313.9363363363364
1058,2508.277738515901
1059,3169.6374269005846
1060,4030.344
1061,2902.506378802748
1062,3160.9142857142856
1063,2912.699524133243
1064,2405.7124711316396
1065,2871.804674457429
1066,3580.098383696416
1067,3140.2114285714288
1068,3023.626347305389
1069,3118.248014660965
1071,5846.868692349431
1072,3296.225851285615
1073,2653.3238095238094
1074,2850.6189376443417
1075,4397.374904361132
1076,2837.170809943865
1077,5052.745072273325
1078,2978.685545722714
1079,2509.2664455500276
1081,4167.791469194312
1082,2976.035050071531
1083,2828.217543859649
1086,4324.234939759036
1087,4435.8363914373085
1091,2644.003248862898
1092,2573.6906693711967
1093,3297.746920492721
1094,2470.5176923076924
1095,2889.7764265668848
1096,8116.232142857143
1097,2423.6969866071427
1098,3447.0921658986176
1099,16740.0
1101,12792.0
1102,3865.668401486989
1103,3799.233212341198
1104,3449.8634686346863
1105,13572.833333333334
1106,3113.8587740384614
1107,2781.5682926829268
1108,2792.7475149105367
1109,3578.344827586207
